date,league,home-team,home-score,away-team,away-score
20201119,Paraguay Division Profesional,GeneralDiaz,2,SoldeAmerica,5
20201119,Brazil Serie A,VascodaGama,0,FortalezaCE,0
20201119,Ecuador Liga Pro,LDUPortoviejo,1,Orense,2
20201119,Chile Primera,ColoColo,1,AudaxItaliano,0
20201119,Venezuela Primera,AraguaFC,0,Metropolitanos,1
20201119,Peru Primera Division,DeportivoSanMartin,1,UTCDeCajamarca,1
20201119,Holland Eerste Divisie,DeGraafschap,0,CambuurLeeuwarden,2
20201119,Peru Primera Division,AlianzaUniversidad,1,AcademiaCantolao,1
20201119,Ecuador Liga Pro,ElNacional,0,UnivCatolica,2
20201119,Chile Primera,Huachipato,1,MunicipalIquique,1
20201119,Holland Eerste Divisie,Telstar,2,FCDordrecht,0
20201119,Ecuador Liga Pro,MushucRuna,1,Olmedo,1
20201119,Jordan Pro League,AlSareeh,1,AlHussein,0
20201119,Jordan Pro League,Maan,1,AlAqaba,1
20201119,Chile Primera,Antofagasta,1,EvertonVinadelMar,1
20201119,Iran Pro League,NaftTehran,1,Saipa,1
20201119,Iran Pro League,Sepahan,1,AluminiumArak,0
20201119,Iran Pro League,NassajiMazandaran,1,TractorSazi,1
20201119,Uzbekistan PRL,LokomotivTashkent,2,Olmaliq,1
20201119,Uzbekistan PRL,Bukhara,1,Qizilqum,1
20201119,Uzbekistan PRL,Andijon,2,MashALMubarek,1
20201119,Costa Rica Primera,SantosdeGuapiles,0,Saprissa,0
20201119,Chile Primera,CoquimboUnido,2,UniversidadCatolica,1
20201116,Paraguay Division Profesional,ClubGuarani,2,SportivoSanLorenzo,1
20201116,Brazil Serie A,Botafogo,1,Bragantino,2
20201116,Chile Primera B,Nublense,2,SanLuis,1
20201116,Paraguay Division Profesional,SportivoLuqueno,212,deOctubre,3
20201116,Venezuela Primera,PortuguesaFC,0,Caracas,2
20201116,Brazil Serie A,Coritiba,1,Bahia,2
20201116,Peru Primera Division,SportHuancayo,4,DeportivoLlacuabamba,3
20201116,Spain Segunda Liga,SportingGijon,1,RayoVallecano,1
20201116,Chile Primera B,Barnechea,1,PuertoMontt,1
20201116,England League 1,Plymouth,2,Portsmouth,2
20201116,Germany 3. Liga,Verl,1,Lubeck,2
20201116,France National,Bastia,0,SaintBrieuc,0
20201116,Africa Cup Of Nations,Mozambique,0,Cameroon,2
20201116,Africa Cup Of Nations,Gambia,2,Gabon,1
20201116,Africa Cup Of Nations,Botswana,1,Zambia,0
20201116,Peru Primera Division,SportBoys,0,CarlosMannucci,4
20201116,Chile Primera B,Cobreloa,3,RangersTalca,0
20201116,Chile Primera B,DeportesTemuco,0,SantiagoMorning,1
20201116,Africa Cup Of Nations,Swaziland,0,Congo,0
20201116,Africa Cup Of Nations,Zimbabwe,2,Algeria,2
20201116,Africa Cup Of Nations,SouthSudan,1,Uganda,0
20201116,Africa Cup Of Nations,SaoTomeandPrincipe,2,SouthAfrica,4
20201116,Africa Cup Of Nations,Malawi,0,BurkinaFaso,0
20201116,Serbia Prva Liga,Zemun,3,DinamoVranje,2
20201116,Nicaragua Liga Primera,Managua,3,Diriangen,4
20201116,Venezuela Primera,MonagasSC,1,Metropolitanos,2
20201116,Costa Rica Primera,PerezZeledon,1,Jicaral,1
20201109,Brazil Serie B,Cruzeiro,3,Guarani,3
20201109,Venezuela Primera,AraguaFC,0,Tachira,1
20201109,Chile Primera B,Barnechea,1,DeportesTemuco,1
20201109,Holland Eerste Divisie,FCUtrechtII,2,RodaJC,0
20201109,Spain Segunda Liga,Girona,1,LasPalmas,1
20201109,Portugal LigaPro,Penafiel,1,Chaves,0
20201109,England Conference South,ChelmsfordCity,0,TonbridgeAngels,2
20201109,England FA Cup,OxfordCity,2,Northampton,1
20201109,Germany 2. Bundesliga,HolsteinKiel,1,Hamburg,1
20201109,Ireland Premier,Cork,1,DerryCity,1
20201109,Ireland Premier,StPatricks,1,Bohemians,2
20201109,Ireland Premier,Dundalk,0,Sligo,2
20201109,Ireland Premier,FinnHarps,1,Waterford,0
20201109,Ireland Premier,Shelbourne,0,Shamrock,2
20201109,Belgium Division 2,Westerlo,3,RWDM,0
20201109,Romania Liga I,UTABatranaDoamna,1,GazMetanMedias,3
20201109,Sweden Superettan,Umea,1,GIFSundsvall,0
20201109,Germany 3. Liga,MSVDuisburg,1,ViktoriaKoln,3
20201109,Uruguay Primera Division,PlazaColonia,2,LiverpoolFC,2
20201109,Holland Eerste Divisie,FCEindhoven,5,FCDordrecht,1
20201109,Poland Ekstraklasa,PogonSzczecin,1,PodbeskidzieBielskoBiala,1
20201109,Bosnia and Herzegovina Premier League,BoracBanjaLuka,4,Zeljeznicar,3
20201109,Chile Primera B,SanMarcos,0,SantiagoMorning,1
20201109,Serbia Prva Liga,Radnicki,19232,KolubaraLazarevac,0
20201109,Mexico Liga MX,JaguaresChiapas,2,Tijuana,2
20201109,Colombia Copa Mustang,NacionaldeMedellin,1,Pasto,0
20201109,Mexico Liga MX,SantosLaguna,4,Mazatlan,0
20201109,Costa Rica Primera,SantosdeGuapiles,1,Jicaral,1
20201109,Nicaragua Liga Primera,WalterFerreti,4,Managua,2
20201109,Paraguay Division Profesional,SoldeAmerica,1,Olimpia,3
20201113,Brazil Serie B,Oeste,1,CRB,2
20201113,Brazil Serie B,Avai,2,Parana,1
20201113,Venezuela Primera,GranValencia,2,MonagasSC,1
20201113,Holland Eerste Divisie,TOPOss,0,FCEindhoven,1
20201113,Spain Segunda Liga,RealZaragoza,1,RealOviedo,2
20201113,Wales Premier League,CaernarfonTown,1,ConnahsQuay,2
20201113,Wales Premier League,CardiffMetropolitanUniversity,1,AberystwythTown,1
20201113,England League 2,Bolton,2,SalfordCity,0
20201113,Brazil Serie B,Operario,3,Nautico,1
20201113,Venezuela Primera,PortuguesaFC,0,Tachira,1
20201113,Africa Cup Of Nations,Morocco,4,CentralAfricanRepublic,1
20201113,Africa Cup Of Nations,Tunisia,1,Tanzania,0
20201113,Africa Cup Of Nations,Mali,1,Namibia,0
20201113,Africa Cup Of Nations,SouthAfrica,2,SaoTomeandPrincipe,0
20201113,Brazil Serie B,PontePreta,1,BrasilDePelotas,1
20201113,Germany 3. Liga,ViktoriaKoln,0,Saarbrucken,2
20201113,Sweden Division 1,QvidingFIF,2,Utsiktens,1
20201113,Sweden Division 1,SkovdeAIK,5,MotalaAIF,1
20201113,Holland Eerste Divisie,HelmondSport,2,ExcelsiorRotterdam,1
20201113,France National,RedStar,1,LyonDuchere,0
20201113,France National,QuevillyRouen,1,Cholet,2
20201113,France National,Sete,34,FC,2
20201113,France National,VillefrancheSurSaone,0,Laval,0
20201113,International Friendly,CostaRica,1,Qatar,1
20201113,Chile Primera,EvertonVinadelMar,0,OHiggins,1
20201113,Africa Cup Of Nations,Nigeria,4,SierraLeone,4
20201113,Africa Cup Of Nations,Niger,1,Ethiopia,0
20201113,International Friendly,Japan,1,Panama,0
20201113,Chile Primera B,SanMarcos,0,RangersTalca,0
20201113,Serbia Prva Liga,Jagodina,4,RadnickiPirot,0
20201113,Singapore S-League,GeylangUnited,0,AlbirexNiigata,1
20201113,Singapore S-League,LionCity,6,TanjongPagar,1
20201113,Colombia Copa Mustang,Cucuta,0,America,3
20201113,Brazil Serie B,Vitoria,3,Figueirense,0
20201105,Costa Rica Primera,SantosdeGuapiles,1,Guadelupe,1
20201105,Ecuador Liga Pro,Macara,0,MushucRuna,3
20201105,Europa League,Villarreal,4,MaccabiTelAviv,0
20201105,Venezuela Primera,MonagasSC,1,AraguaFC,0
20201105,Europa League,ZarjaLugansk,1,AEKAthens,4
20201105,Europa League,CrvenaZvezda,2,Gent,1
20201105,Europa League,Feyenoord,3,CSKAMoscow,1
20201105,Europa League,Antwerp,0,LASKLinz,1
20201105,Europa League,ACMilan,0,Lille,3
20201105,Europa League,Hoffenheim,5,SlovanLiberec,0
20201105,Europa League,YoungBoys,3,CSKASofia,0
20201105,Europa League,Celtic,1,SpartaPrague,4
20201105,Europa League,DynamoZagreb,1,Wolfsberger,0
20201105,Europa League,Arsenal,4,Molde,1
20201105,Europa League,Leicester,4,Braga,0
20201105,Spain Segunda Liga,Sabadell,1,Almeria,2
20201105,Spain Segunda Liga,Alcorcon,0,Ponferradina,1
20201105,Europa League,LudogoretsRazgrad,1,Tottenham,3
20201105,Europa League,HapoelSheva,2,BayerLeverkusen,4
20201105,Europa League,OmoniaNicosia,0,Granada,2
20201105,Europa League,PAOKSalonika,4,PSV,1
20201105,Europa League,LechPoznan,3,StandardLiege,1
20201105,Europa League,Sivasspor,2,Qarabagh,0
20201105,Europa League,Benfica,3,Rangers,3
20201105,Europa League,RealSociedad,1,AZ,0
20201105,Europa League,Roma,5,CFRCluj,0
20201105,Europa League,SlaviaPrague,3,Nice,2
20201105,Europa League,RapidVienna,4,Dundalk,3
20201105,Europa League,NKRijeka,1,Napoli,2
20201105,Estonia Esiliiga,Maardu,0,NommeUnited,2
20201105,Denmark 1st Division,Helsingor,0,Hobro,1
20201105,Saudi Arabia Pro League,AlWehda,2,AlRaed,3
20201105,Jordan Pro League,AlJazeeraJordan,2,AlHussein,1
20201105,Jordan Pro League,Maan,0,AlSalt,0
20201105,Uzbekistan PRL,Bunyodkor,3,Pakhtakor,2
20201105,China League One,HubeiHuakaier,1,GuizhouZhicheng,2
20201105,China League One,HeilongjiangLava,0,SuzhouJinfu,0
20201105,China League One,ChangchunYatai,2,Kunshan,0
20201105,USA Major League Soccer,SanJose,3,LosAngelesFC,2
20201105,USA Major League Soccer,LAGalaxy,1,Seattle,1
20201105,USA Major League Soccer,PortlandTimbers,0,Colorado,1
20201105,USA Major League Soccer,Nashville,0,Dallas,1
20201105,USA Major League Soccer,MinnesotaStars,2,Chicago,2
20201105,USA Major League Soccer,OrlandoCity,2,Columbus,1
20201112,Colombia Copa Mustang,Pasto,2,OnceCaldas,1
20201112,Paraguay Division Profesional,NacionalAsuncion,0,ClubGuarani,0
20201112,Paraguay Division Profesional,SportivoSanLorenzo,1,SportivoLuqueno,2
20201112,Venezuela Primera,Caracas,0,AraguaFC,1
20201112,Peru Primera Division,SportHuancayo,0,UniversidadCesarVallejo,0
20201112,Costa Rica Primera,Jicaral,1,Grecia,0
20201112,Chile Primera B,DeportesMagallanes,1,UnionSanFelipe,1
20201112,International Friendly,England,3,RepofIreland,0
20201112,International Friendly,Wales,0,USA,0
20201112,Euro 2020 Qualifying,NorthernIreland,1,Slovakia,1
20201112,Euro 2020 Qualifying,Serbia,1,Scotland,1
20201112,Euro 2020 Qualifying,Hungary,2,Iceland,1
20201112,Africa Cup Of Nations,BurkinaFaso,3,Malawi,1
20201112,Africa Cup Of Nations,Gabon,2,Gambia,1
20201112,Africa Cup Of Nations,Algeria,3,Zimbabwe,1
20201112,Uruguay Primera Division,RiverPlateMontevideo,0,ClubNacional,2
20201112,International Friendly,Moldova,0,Russia,0
20201112,Euro 2020 Qualifying,Georgia,0,NorthMacedonia,1
20201112,Chile Primera B,CDSantaCruz,0,Barnechea,1
20201112,Peru Primera Division,CarlosMannucci,0,Melgar,0
20201112,Africa Cup Of Nations,IvoryCoast,2,Madagascar,1
20201112,Africa Cup Of Nations,CapeVerdeIslands,0,Rwanda,0
20201112,Africa Cup Of Nations,Zambia,2,Botswana,1
20201112,Africa Cup Of Nations,Ghana,2,Sudan,0
20201112,Africa Cup Of Nations,Cameroon,4,Mozambique,1
20201112,Africa Cup Of Nations,Congo,2,Swaziland,0
20201112,Uruguay Primera Division,LiverpoolFC,2,Torque,2
20201112,Chile Primera B,PuertoMontt,0,Melipilla,0
20201112,Chile Primera B,SanLuis,0,Cobreloa,1
20201112,Czech FNL,Trinec,3,FCVlasim,3
20201112,Uruguay Primera Division,PlazaColonia,3,Cerro,0
20201112,Africa Cup Of Nations,Uganda,1,SouthSudan,0
20201112,Singapore S-League,SengkangPunggol,4,YoungLions,1
20201112,Singapore S-League,BalestierKhalsa,2,TampinesRovers,2
20201112,Colombia Copa Mustang,AlianzaPetrolera,2,NacionaldeMedellin,3
20201112,Nicaragua Liga Primera,MunicipalJalapa,2,DeportivoOcotal,0
20201117,Brazil Serie B,SampaioCorrea,2,Nautico,1
20201117,Costa Rica Primera,Cartagines,0,Herediano,1
20201117,England Conference,Halifax,1,NottsCounty,1
20201117,England Conference,Aldershot,0,MaidenheadUtd,0
20201117,England Conference,Altrincham,3,Chesterfield,2
20201117,England Conference,Barnet,0,KingsLynn,2
20201117,England Conference,Bromley,1,BorehamWood,1
20201117,England Conference,DoverAthletic,1,Woking,5
20201117,England Conference,Eastleigh,2,Wealdstone,0
20201117,England Conference North,BradfordParkAvenue,0,Southport,2
20201117,England Conference North,CurzonAshton,2,Fylde,0
20201117,England Conference North,TelfordUtd,0,Chorley,1
20201117,England Conference North,BrackleyTown,0,Kidderminster,2
20201117,England Conference North,Guiseley,1,Darlington,4
20201117,England Conference North,Hereford,0,GloucesterCity,1
20201117,England Conference North,Leamington,4,AlfretonTown,3
20201117,England Conference South,BraintreeTown,1,ConcordRangers,0
20201117,England Conference South,Dartford,0,StAlbansCity,1
20201117,England Conference South,EbbsfleetUtd,0,MaidstoneUtd,0
20201117,England Conference South,HamptonandRichmond,0,HemelHempstead,3
20201117,England Conference South,OxfordCity,1,ChippenhamTown,1
20201117,England Conference South,SloughTown,1,HungerfordTown,3
20201117,England Conference South,TonbridgeAngels,2,EastbourneBorough,2
20201117,England Conference South,WellingUtd,2,BillericayTown,2
20201117,England Conference South,DorkingWanderers,0,DulwichHamlet,0
20201117,UEFA Nations League,Gibraltar,1,Liechtenstein,1
20201117,UEFA Nations League,Spain,6,Germany,0
20201117,UEFA Nations League,Malta,1,FaroeIslands,1
20201117,UEFA Nations League,Andorra,0,Latvia,5
20201117,UEFA Nations League,Montenegro,4,Cyprus,0
20201117,UEFA Nations League,Luxembourg,0,Azerbaijan,0
20201117,UEFA Nations League,France,4,Sweden,2
20201117,UEFA Nations League,Croatia,2,Portugal,3
20201117,Africa Cup Of Nations,Tanzania,1,Tunisia,1
20201117,Africa Cup Of Nations,Namibia,1,Mali,2
20201117,England Conference,Hartlepool,0,Wrexham,1
20201117,England Conference,SuttonUtd,1,DagenhamandRedbridge,1
20201117,England League 1,OxfordUtd,0,Crewe,2
20201117,England League 1,Swindon,0,AccringtonStanley,3
20201117,England League 2,PortVale,0,Scunthorpe,1
20201117,Venezuela Primera,AcademiaPuertoCabello,1,Yaracuyanos,0
20201117,Germany 3. Liga,MSVDuisburg,0,Hallescher,0
20201117,Germany Regionalliga West,Lippstadt,080,BorussiaDortmundII,4
20201117,Africa Cup Of Nations,CentralAfricanRepublic,0,Morocco,2
20201117,Africa Cup Of Nations,SierraLeone,0,Nigeria,0
20201117,Africa Cup Of Nations,Togo,1,Egypt,3
20201117,Africa Cup Of Nations,Angola,0,CongoDR,1
20201117,Chile Primera,OHiggins,1,Palestino,0
20201117,Iran Pro League,SanatNaft,2,Paykan,1
20201117,Africa Cup Of Nations,Ethiopia,3,Niger,0
20201117,Africa Cup Of Nations,Madagascar,1,IvoryCoast,1
20201117,Africa Cup Of Nations,Sudan,1,Ghana,0
20201117,Africa Cup Of Nations,Rwanda,0,CapeVerdeIslands,0
20201117,Africa Cup Of Nations,Lesotho,0,Benin,0
20201117,Czech FNL,FCVlasim,1,SkProstejov,3
20201117,Singapore S-League,AlbirexNiigata,2,BalestierKhalsa,0
20201117,Singapore S-League,SengkangPunggol,1,LionCity,3
20201117,Singapore S-League,YoungLions,1,TampinesRovers,3
20201117,Singapore S-League,GeylangUnited,2,TanjongPagar,1
20201117,Turkey Lig 1,Altinordu,2,Bandirmaspor,0
20201117,South Korea K League 2,DaejeonCitizen,3,GoyangKB,0
20201118,Peru Primera Division,Melgar,4,SportHuancayo,0
20201118,Chile Primera,UnionLaCalera,1,UniversidaddeChile,0
20201118,Brazil Serie A,AtleticoMineiro,0,AtleticoParanaense,2
20201118,Ecuador Liga Pro,TecnicoUniversitario,0,Macara,1
20201118,Venezuela Primera,GuarosdeLara,4,AtleticoVenezuela,0
20201118,Chile Primera,Cobresal,1,DeportesLaSerena,2
20201118,UEFA Nations League,Belgium,4,Denmark,2
20201118,UEFA Nations League,Kosovo,1,Moldova,0
20201118,UEFA Nations League,RepofIreland,0,Bulgaria,0
20201118,UEFA Nations League,England,4,Iceland,0
20201118,UEFA Nations League,Greece,0,Slovenia,0
20201118,UEFA Nations League,Wales,3,Finland,1
20201118,UEFA Nations League,Poland,1,Holland,2
20201118,UEFA Nations League,Hungary,2,Turkey,0
20201118,UEFA Nations League,Israel,1,Scotland,0
20201118,UEFA Nations League,Serbia,5,Russia,0
20201118,UEFA Nations League,CzechRepublic,2,Slovakia,0
20201118,UEFA Nations League,NorthernIreland,1,Romania,1
20201118,UEFA Nations League,Austria,1,Norway,1
20201118,Ecuador Liga Pro,Delfin,1,RiverPlateEcuador,1
20201118,Germany Regionalliga West,Rodinghausen,2,Wiedenbruck,0
20201118,Belgium Division 2,Westerlo,3,Deinze,0
20201118,Germany Regionalliga West,BorussiaMonchengladbachII,0,RotWeissEssen,2
20201118,Ecuador Liga Pro,Aucas,3,IndependienteJoseTeran,3
20201118,Norway 1. Division,Lillestrom,1,Jerv,0
20201118,Germany Regionalliga West,AlemanniaAachen,0,FortunaKoln,1
20201118,UEFA Nations League,Armenia,1,NorthMacedonia,0
20201118,UEFA Nations League,Georgia,0,Estonia,0
20201118,UEFA Nations League,Albania,3,Belarus,2
20201118,UEFA Nations League,Kazakhstan,1,Lithuania,2
20201118,Chile Primera,CuricoUnido,2,UniversidaddeConcepcion,2
20201118,Norway 1. Division,Grorud,2,Strommen,1
20201118,China Super League,HangzhouLvcheng,2,WuhanZall,2
20201118,Japan J-League,KawasakiFrontale,3,YokohamaFMarinos,1
20201118,Japan J-League,VegaltaSendai,2,FCTokyo,2
20201118,Japan J-League,VisselKobe,0,UrawaRedDiamonds,1
20201106,Paraguay Division Profesional,ClubGuarani,2,GeneralDiaz,0
20201106,Colombia Copa Mustang,Envigado,1,LaEquidad,1
20201106,Peru Primera Division,Ayacucho,1,UniversidadCesarVallejo,1
20201106,Brazil Serie B,Guarani,2,CSAAL,1
20201106,Brazil Serie B,Botafogo,0,Cruzeiro,1
20201106,Brazil Serie B,Nautico,2,Avai,2
20201106,Uruguay Primera Division,Cerro,2,Progreso,2
20201106,Ecuador Liga Pro,LDUdeQuito,4,Orense,0
20201106,Venezuela Primera,GranValencia,1,Metropolitanos,1
20201106,Peru Primera Division,AlianzaLima,2,DeportivoLlacuabamba,2
20201106,Portugal Superliga,Belenenses,0,RioAve,0
20201106,Spain Primera Liga,Elche,1,CeltadeVigo,1
20201106,Spain Segunda Liga,Albacete,0,Leganes,0
20201106,England Premier League,Southampton,2,Newcastle,0
20201106,Italy Serie B,Spal,2,Salernitana,0
20201106,France Ligue 1,Strasbourg,0,Marseille,1
20201106,Holland Eerste Divisie,AlmereCity,2,AZII,0
20201106,Holland Eerste Divisie,NEC,2,HelmondSport,2
20201106,Scotland Championship,Alloa,3,Dundee,3
20201106,Belgium Juliper League,KVMechelen,3,Charleroi,3
20201106,Scotland Premiership,Aberdeen,2,Hibernian,0
20201106,Scotland Premiership,RossCounty,1,Livingston,1
20201106,Scotland Premiership,StJohnstone,1,Kilmarnock,0
20201106,Scotland Premiership,StMirren,0,DundeeUtd,0
20201106,Ireland Division 1,GalwayUtd,1,LongfordTown,2
20201106,England FA Cup,HarrogateTown,4,SkelmersdaleUtd,1
20201106,Italy Serie A,Sassuolo,0,Udinese,0
20201106,Romania Liga I,CSUniversitateaCraiova,0,ChindiaTargoviste,1
20201106,Uruguay Primera Division,Rentistas,0,CerroLargo,0
20201106,Germany Bundesliga,WerderBremen,1,FCKoln,1
20201106,France National,SaintBrieuc,1,RedStar,0
20201106,Belgium Division 2,RWDM,3,Westerlo,1
20201106,Ecuador Liga Pro,ElNacional,1,Delfin,3
20201106,Holland Eredivisie,FortunaSittard,2,FCZwolle,2
20201106,Hungary NB I,Diosgyori,3,Ujpesti,0
20201106,France National,Laval,0,BourgPeronnas,1
20201106,Portugal LigaPro,Feirense,0,Arouca,1
20201106,Peru Primera Division,AcademiaCantolao,2,Universitario,2
20201106,England Championship,Cardiff,0,BristolCity,1
20201106,Germany 3. Liga,Ingolstadt,4,Wehen,1
20201106,Sweden Division 1,Sollentuna,2,Sandviken,0
20201106,Denmark Superliga,RandersFC,1,AaB,2
20201106,Holland Eerste Divisie,FCDenBosch,1,JongPSV,2
20201106,Holland Eerste Divisie,MVVMaastricht,1,NAC,4
20201106,Germany 2. Bundesliga,FCHeidenheim,4,FCKickersWurzburg,1
20201106,Germany 2. Bundesliga,Sandhausen,2,Braunschweig,2
20201106,France National,Avranches,1,Bastia,2
20201106,England Premier League,Brighton,0,Burnley,0
20201106,Turkey Super Lig,GaziantepBB,3,Besiktas,1
20201106,France National,Creteil,1,LeMans,1
20201106,France National,Concarneau,1,VillefrancheSurSaone,0
20201106,Denmark 1st Division,Fredericia,1,Viborg,1
20201106,France National,BastiaBorgo,1,Sete,34
20201106,Czech First League,Jablonec,970,FCBrno,1
20201106,Serbia Super Liga,FKMetalac,3,Vojvodina,3
20201106,Cyprus 1. Division,ApollonLimassol,1,Karmiotissa,2
20201106,Saudi Arabia Pro League,IttihadJeddah,1,AlTaawon,1
20201106,Jordan Pro League,AlAqaba,0,Sahab,0
20201106,Slovenia Prva Liga,NKCelje,4,Aluminij,0
20201106,Russia Premier League,Sochi,1,Ufa,1
20201106,Turkey Lig 1,Altay,1,Balikesirspor,3
20201106,Romania Liga I,AstraGiurgiu,0,AcademicaClinceni,2
20201106,Belarus Premier League,FKVitebsk,0,FCRuhBrest,0
20201106,Saudi Arabia Pro League,AlBaten,3,AbhaClub,0
20201106,Saudi Arabia Pro League,AlEttifaq,0,AlHilal,2
