League,year,month,day,homeTeam,awayTeam,homeGoals,awayGoals,matchResults
Japan J2 League,2019,10,6,ZwiegenKanazawa,VentforetKofu,2,3,-1
Japan J2 League,2019,10,6,KyotoPurpleSanga,EhimeFC,2,2,0
Japan J2 League,2019,10,6,MitoHollyhock,OmiyaArdija,2,3,-1
Japan J2 League,2019,10,6,TochigiSC,TokushimaVortis,1,1,0
South Korea K-League,2019,10,6,PohangSteelers,UlsanHorang-i,2,1,1
South Korea K-League,2019,10,6,JejuUnited,GyeongnamFC,1,2,-1
South Korea K-League,2019,10,6,SuwonBluewings,FCSeoul,1,2,-1
South Korea K-League,2019,10,6,IncheonUnited,JeonbukMotors,0,0,0
South Korea K-League,2019,10,6,SangjuSangmu,GangwonFC,2,1,1
South Korea K-League,2019,10,6,SeongnamIlhwaChunma,DaeguFC,1,2,-1
Colombia Copa Mustang,2019,10,6,Cucuta,AlianzaPetrolera,1,1,0
Brazil Serie A,2019,10,6,Cruzeiro,Internacional,1,1,0
Argentina Primera B Nacional,2019,10,6,Sarmiento,ChacaritaJuniors,5,1,1
Brazil Serie A,2019,9,21,Corinthians,Bahia,2,1,1
Brazil Serie B,2019,9,21,Coritiba,CRB,0,2,-1
Brazil Serie B,2019,9,21,CuiabaEsporteClube,Oeste,2,0,1
Colombia Copa Mustang,2019,9,21,Medellin,Millonarios,1,2,-1
Colombia Copa Mustang,2019,9,21,BoyacaPatriotas,Huila,1,0,1
USA Major League Soccer,2019,9,21,VancouverWhitecaps,Columbus,1,1,0
Argentina Primera A,2019,9,21,SanLorenzo,BocaJuniors,0,2,-1
Brazil Serie A,2019,9,21,Cruzeiro,Flamengo,1,2,-1
Brazil Serie B,2019,9,21,Bragantino,Londrina,4,1,1
Portugal Superliga,2019,9,21,Moreirense,Benfica,1,2,-1
USA Major League Soccer,2019,9,21,AtlantaUnited,SanJose,3,1,1
Spain Primera Liga,2019,9,21,Granada,Barcelona,2,0,1
Colombia Copa Mustang,2019,9,21,Pasto,NacionaldeMedellin,1,2,-1
Italy Serie A,2019,9,21,ACMilan,InterMilan,0,2,-1
Ireland Division 1,2019,9,21,AthloneTown,GalwayUtd,2,2,0
Ireland Division 1,2019,9,21,Bray,DroghedaUtd,4,1,1
Ireland Division 1,2019,9,21,CobhRamblers,LongfordTown,1,3,-1
Ireland Division 1,2019,9,21,Shelbourne,Limerick,7,0,1
Ireland Division 1,2019,9,21,WexfordYouths,CabinteelyFC,1,2,-1
Holland Eredivisie,2019,9,21,Vitesse,FortunaSittard,4,2,1
Argentina Primera A,2019,9,21,DefensaYJusticia,Huracan,0,1,-1
Spain Segunda Liga,2019,9,21,Albacete,Malaga,1,0,1
Belgium Juliper League,2019,9,21,Genk,Oostende,3,1,1
Belgium Division 2,2019,9,21,Westerlo,UnionSaintGilloise,1,2,-1
Argentina Primera B Nacional,2019,9,21,AtleticoAtlanta,GuillermoBrown,2,1,1
Argentina Primera B Nacional,2019,9,21,VillaDalmine,DeportivoRiestra,3,0,1
Argentina Primera B Nacional,2019,9,21,AllBoys,AtleticoRafaela,2,1,1
Argentina Primera B Nacional,2019,9,21,Almagro,ChacaritaJuniors,0,0,0
South Africa Premiership,2019,9,21,BidvestWits,OrlandoPirates,4,3,1
Spain Segunda Liga,2019,9,21,RayoVallecano,Almeria,1,1,0
Belgium Juliper League,2019,9,21,Antwerp,CercleBrugge,3,1,1
Belgium Juliper League,2019,9,21,Waasland,Peruwelz,1,1,0
Serbia Super Liga,2019,9,21,Vojvodina,Vozdovac,1,2,-1
Serbia Super Liga,2019,9,21,MacvaSabac,ProleterNoviSad,0,1,-1
Poland Ekstraklasa,2019,9,21,SlaskWroclaw,ZaglebieLubin,4,4,0
France Ligue 1,2019,9,21,Reims,Monaco,0,0,0
France Ligue 1,2019,9,21,Metz,Amiens,1,2,-1
France Ligue 1,2019,9,21,Bordeaux,Brestois,2,2,0
France Ligue 1,2019,9,21,Nimes,Toulouse,1,0,1
France Ligue 1,2019,9,21,Nice,Dijon,2,1,1
Egypt Premier League,2019,9,21,PyramidsFC,Enppi,4,0,1
Holland Eredivisie,2019,9,21,WillemII,VVVVenlo,1,0,1
Holland Eredivisie,2019,9,21,FCGroningen,FCZwolle,2,0,1
Belarus Premier League,2019,9,21,ShakhtyorSoligorsk,FKVitebsk,4,0,1
Holland Eerste Divisie,2019,9,21,HelmondSport,TOPOss,0,2,-1
Romania Liga I,2019,9,21,AstraGiurgiu,DinamoBucharest,3,2,1
Bosnia and Herzegovina Premier League,2019,9,21,Zeljeznicar,RadnikBijeljina,1,0,1
Saudi Arabia Pro League,2019,9,21,AlFateh,AlAhliJeddah,0,2,-1
Saudi Arabia Pro League,2019,9,21,IttihadJeddah,AlHilal,1,3,-1
Albania Superliga,2019,9,21,Kukesi,KFTirana,2,1,1
Switzerland Super League,2019,9,21,NeuchatelXamax,FCSion,1,3,-1
Switzerland Super League,2019,9,21,StGallen,Servette,3,1,1
Bosnia and Herzegovina Premier League,2019,9,21,BoracBanjaLuka,SirokiBrijeg,1,1,0
Switzerland Challenge League,2019,9,21,Aarau,Schaffhausen,3,1,1
Czech Gambrinus Liga,2019,9,21,CeskoBudejovice,Plzen,0,3,-1
Cyprus 1. Division,2019,9,21,Limassol,DoxaKatokopias,1,0,1
Greece Etniki Katigoria,2019,9,21,Panaitolikos,AEKAthens,0,1,-1
Croatia 2.HNL,2019,9,21,Medimurje,DynamoZagrebII,2,1,1
Turkey Super Lig,2019,9,21,Fenerbahce,Ankaragucu,2,1,1
Portugal Superliga,2019,9,21,Belenenses,RioAve,0,2,-1
Croatia 1.HNL,2019,9,21,Varazdin,DynamoZagreb,1,0,1
Bulgaria A PFG,2019,9,21,SlaviaSofia,LevskiSofia,0,2,-1
Holland Eredivisie,2019,9,21,Sparta,RKCWaalwijk,4,0,1
Serbia Prva Liga,2019,9,21,FKMetalac,Zarkovo,2,0,1
England Premier League,2019,9,21,Newcastle,Brighton,0,0,0
Greece Etniki Katigoria,2019,9,21,AsterasTripoli,Atromitos,2,1,1
Spain Primera Liga,2019,9,21,AtleticoMadrid,CeltadeVigo,0,0,0
Germany Bundesliga,2019,9,21,WerderBremen,RBLeipzig,0,3,-1
Serbia Prva Liga,2019,9,21,BackaPalanka,KolubaraLazarevac,0,2,-1
England Conference,2019,9,21,AFCFylde,Eastleigh,3,1,1
Argentina Primera A,2019,9,21,Estudiantes,PatronatoParana,1,0,1
Turkey Lig 1,2019,9,21,AdanaDemirspor,Bursaspor,4,1,1
South Africa Premiership,2019,9,21,MamelodiSundowns,MaritzburgUnited,2,1,1
Italy Serie A,2019,9,21,Juventus,HellasVerona,2,1,1
Qatar Stars League,2019,9,21,AlWakra,Lekhwiya,2,4,-1
Italy Serie B,2019,9,21,Chievo,Pisa,2,2,0
Spain Segunda Liga,2019,9,21,RealZaragoza,Lugo,0,0,0
Belgium Juliper League,2019,9,21,Charleroi,StTruiden,0,3,-1
Switzerland Challenge League,2019,9,21,Winterthur,Wil,0,3,-1
Slovenia Prva Liga,2019,9,21,Aluminij,TaborSezana,3,0,1
Norway Tippeligaen,2019,9,21,SKBrann,Haugesund,0,0,0
Sweden Allsvenskan,2019,9,21,IFKGoteborg,IKSirius,2,1,1
Serbia Super Liga,2019,9,21,Napredak,BackaTopola,1,3,-1
Serbia Super Liga,2019,9,21,RadBelgrade,RadnikSurdulica,0,1,-1
Serbia Super Liga,2019,9,21,Subotica,JavorIvanjica,1,0,1
Serbia Super Liga,2019,9,21,Cukaricki,MladostLucani,1,0,1
Russia Premier League,2019,9,21,ZenitStPetersburg,RubinKazan,5,0,1
Russia Premier League,2019,9,21,Tambov,FKRostov,2,1,1
Oman League,2019,9,21,Saham,OmanFC,2,1,1
Azerbaijan Premier League,2019,9,21,Sabayil,Gabala,1,1,0
Oman League,2019,9,21,Fanja,AlSeeb,2,1,1
Poland Ekstraklasa,2019,9,21,LechiaGdansk,KoronaKielce,2,0,1
France Ligue 1,2019,9,21,Marseille,Montpellier,1,1,0
Saudi Arabia Pro League,2019,9,21,AlEttifaq,AlFaisaly,0,1,-1
Cyprus 1. Division,2019,9,21,OmoniaNicosia,ApollonLimassol,1,0,1
Portugal LigaPro,2019,9,21,AcademicoViseu,Farense,1,0,1
Portugal LigaPro,2019,9,21,Chaves,Covilha,2,3,-1
Portugal LigaPro,2019,9,21,Nacional,Penafiel,2,1,1
Russia 1. Division,2019,9,21,ChertanovoMoscow,ShinnikJaroslavl,0,1,-1
Switzerland Challenge League,2019,9,21,FCStadeLsOuchy,Chiasso,3,0,1
Czech Druha Liga,2019,9,21,HradecKralove,Vysehrad,1,0,1
Austria Bundesliga,2019,9,21,SVMattersburg,SKSturmGraz,3,3,0
Austria Bundesliga,2019,9,21,Admira,StPolten,1,1,0
Austria Bundesliga,2019,9,21,WSGWattens,RapidVienna,0,2,-1
Belgium Division 2,2019,9,21,ExcelsiorVirton,BeerschotWilrijk,3,0,1
Russia 1. Division,2019,9,21,TorpedoArmavir,LuchEnergiya,0,0,0
Russia 1. Division,2019,9,21,BaltikaKaliningrad,RotorVolgograd,2,1,1
Russia 1. Division,2019,9,21,FakelWorenesch,FCKhimki,0,3,-1
Finland Veikkausliiga,2019,9,21,HIFK,SJK,2,0,1
Finland Veikkausliiga,2019,9,21,HIFK,SJK,2,0,1
Bulgaria A PFG,2019,9,21,BotevVratsa,PFCDunavRuse,0,0,0
Croatia 1.HNL,2019,9,21,NKSlaven,Gorica,2,0,1
Romania Liga I,2019,9,21,Sepsi,Hermannstadt,3,0,1
Bosnia and Herzegovina Premier League,2019,9,21,TuzlaCity,FKSarajevo,2,1,1
Czech Gambrinus Liga,2019,9,21,Slovacko,Teplice,1,1,0
Czech Gambrinus Liga,2019,9,21,Opava,SlovanLiberec,1,1,0
Czech Gambrinus Liga,2019,9,21,MarilaPribram,Karvina,0,2,-1
Bosnia and Herzegovina Premier League,2019,9,21,DobojKakanj,SlobodaTuzla,2,0,1
Czech Druha Liga,2019,9,21,SKLisen,SkProstejov,3,0,1
Czech Druha Liga,2019,9,21,SlovanVarnsdorf,Pardubice,1,2,-1
Croatia 2.HNL,2019,9,21,HNKOrijent,,1919,1,1
Croatia 2.HNL,2019,9,21,HrvatskiDragovoljac,Kustosija,1,1,0
Croatia 2.HNL,2019,9,21,RadnikSesvete,HNKSibenik,0,1,-1
Croatia 2.HNL,2019,9,21,Solin,BijeloBrdo,1,0,1
Turkey Super Lig,2019,9,21,Kayserispor,Denizlispor,1,1,0
Greece Etniki Katigoria,2019,9,21,VolosNps,OFICrete,1,0,1
Spain Primera Liga,2019,9,21,Levante,Eibar,0,0,0
Spain Segunda Liga,2019,9,21,Cadiz,DeportivoLaCoruna,0,0,0
Germany Regionalliga North,2019,9,21,SSVJeddeloh,Hannoverscher,3,0,1
Slovenia 2. SNL,2019,9,21,Krka,Radomlje,1,3,-1
Slovenia 2. SNL,2019,9,21,NaftaLendava,Rogaska,4,1,1
Slovenia 2. SNL,2019,9,21,Beltinci,Bilje,1,3,-1
Slovenia 2. SNL,2019,9,21,Dravograd,RoltekDob,0,1,-1
Slovenia 2. SNL,2019,9,21,Fuzinar,HITGorica,0,1,-1
Ukraine UPL,2019,9,21,ZarjaLugansk,IllichivetsMariupol,0,0,0
England Championship,2019,9,21,Birmingham,Preston,0,1,-1
England Championship,2019,9,21,Brentford,Stoke,0,0,0
England Championship,2019,9,21,BristolCity,Swansea,0,0,0
England Championship,2019,9,21,Cardiff,Middlesbrough,1,0,1
Northern Ireland Premier League,2019,9,21,Cliftonville,InstituteFC,1,0,1
Northern Ireland Premier League,2019,9,21,Coleraine,Crusaders,4,2,1
Northern Ireland Premier League,2019,9,21,Glenavon,BallymenaUnited,3,1,1
Northern Ireland Premier League,2019,9,21,Glentoran,WarrenpointTown,2,1,1
Northern Ireland Premier League,2019,9,21,Larne,DungannonSwifts,0,0,0
England Conference,2019,9,21,Aldershot,Wrexham,1,0,1
England Conference,2019,9,21,BorehamWood,Stockport,4,0,1
England Conference,2019,9,21,Bromley,NottsCounty,2,1,1
England Conference,2019,9,21,Chorley,Woking,1,1,0
England Conference,2019,9,21,EbbsfleetUnited,Barrow,0,3,-1
England Conference,2019,9,21,Halifax,Barnet,4,2,1
England Conference,2019,9,21,Hartlepool,DoverAthletic,0,2,-1
England Conference,2019,9,21,MaidenheadUtd,HarrogateTown,1,1,0
England Conference,2019,9,21,SolihullMoors,Yeovil,0,1,-1
England Conference,2019,9,21,SuttonUtd,Chesterfield,4,0,1
England Conference,2019,9,21,Torquay,DagenhamandRedbridge,0,0,0
Serbia Super Liga,2019,9,21,Indjija,RadnickiNis,0,1,-1
Serbia Prva Liga,2019,9,21,Smederevo,Zemun,2,1,1
Serbia Prva Liga,2019,9,21,DinamoVranje,BuducnostDobanovci,2,0,1
Serbia Prva Liga,2019,9,21,Radnicki,,1923,0,1
England Championship,2019,9,21,Luton,Hull,0,3,-1
England Championship,2019,9,21,Millwall,QPR,1,2,-1
England Championship,2019,9,21,NottmForest,Barnsley,1,0,1
England Championship,2019,9,21,Reading,Blackburn,1,2,-1
England Championship,2019,9,21,SheffWed,Fulham,1,1,0
England Championship,2019,9,21,Wigan,Charlton,2,0,1
England League 1,2019,9,21,AFCWimbledon,BristolRovers,1,3,-1
England League 1,2019,9,21,AccringtonStanley,Blackpool,1,1,0
England League 1,2019,9,21,Bolton,Sunderland,1,1,0
England League 1,2019,9,21,Doncaster,Peterborough,2,0,1
England League 1,2019,9,21,FleetwoodTown,Rochdale,2,1,1
England League 1,2019,9,21,Gillingham,Ipswich,0,1,-1
England League 1,2019,9,21,LincolnCity,OxfordUtd,0,6,-1
England League 1,2019,9,21,MiltonKeynesDons,Southend,0,1,-1
England League 1,2019,9,21,Rotherham,Shrewsbury,0,0,0
England League 1,2019,9,21,Tranmere,BurtonAlbion,2,1,1
England League 1,2019,9,21,Wycombe,Portsmouth,1,0,1
England League 2,2019,9,21,Bradford,Carlisle,3,1,1
England League 2,2019,9,21,CambridgeUtd,Swindon,0,1,-1
England League 2,2019,9,21,Colchester,LeytonOrient,2,1,1
England League 2,2019,9,21,Crewe,SalfordCity,4,1,1
England League 2,2019,9,21,ForestGreen,Stevenage,0,0,0
England League 2,2019,9,21,Grimsby,Macclesfield,1,0,1
England League 2,2019,9,21,NewportCounty,Exeter,1,1,0
England League 2,2019,9,21,Northampton,CrawleyTown,2,2,0
England League 2,2019,9,21,Oldham,Morecambe,3,1,1
England League 2,2019,9,21,Plymouth,Cheltenham,0,2,-1
England League 2,2019,9,21,PortVale,Mansfield,2,2,0
England League 2,2019,9,21,Walsall,Scunthorpe,1,0,1
Russia 1. Division,2019,9,21,ChaykaPeschanokopskoye,KrasnodarII,1,1,0
Russia 1. Division,2019,9,21,TorpedoMoscow,Tomsk,2,1,1
Russia 1. Division,2019,9,21,MordoviaSaransk,TekstilshchikIvanovo,1,0,1
Scotland Premiership,2019,9,21,Livingston,Aberdeen,0,2,-1
Scotland Premiership,2019,9,21,Motherwell,RossCounty,1,2,-1
Scotland Premiership,2019,9,21,StMirren,Hamilton,0,0,0
Scotland Championship,2019,9,21,Alloa,Ayr,1,4,-1
Scotland Championship,2019,9,21,DundeeUtd,Arbroath,2,1,1
Scotland Championship,2019,9,21,InvernessCT,QueenofSouth,2,0,1
Scotland Championship,2019,9,21,Morton,Dundee,1,0,1
Scotland Championship,2019,9,21,Partick,Dunfermline,0,3,-1
Scotland League One,2019,9,21,AirdrieUtd,Raith,0,1,-1
Scotland League One,2019,9,21,EastFife,Dumbarton,2,2,0
Scotland League One,2019,9,21,Forfar,Montrose,2,0,1
Scotland League One,2019,9,21,Peterhead,Clyde,1,1,0
Scotland League One,2019,9,21,Stranraer,Falkirk,0,3,-1
Scotland League Two,2019,9,21,Albion,EdinburghCity,1,3,-1
Scotland League Two,2019,9,21,AnnanAthletic,Stirling,0,0,0
Scotland League Two,2019,9,21,Elgin,CoveRangers,0,2,-1
Scotland League Two,2019,9,21,QueensPark,Cowdenbeath,0,3,-1
Scotland League Two,2019,9,21,Stenhousemuir,Brechin,1,0,1
England Premier League,2019,9,21,ManCity,Watford,8,0,1
England Premier League,2019,9,21,Burnley,Norwich,2,0,1
England Premier League,2019,9,21,Everton,SheffUtd,0,2,-1
Sweden Division 1,2019,9,21,AssyriskaTurabdin,Utsiktens,2,1,1
Sweden Division 1,2019,9,21,Torns,Eskilsminne,1,1,0
Brazil Serie A,2019,9,21,Botafogo,SaoPaulo,1,2,-1
Brazil Serie B,2019,9,21,Guarani,Parana,1,0,1
Sweden Superettan,2019,9,21,JonkopingSodra,NorrbyIF,0,2,-1
Sweden Superettan,2019,9,21,Dalkurd,Osters,2,1,1
Sweden Allsvenskan,2019,9,21,IFKNorrkoping,Orebro,3,0,1
Sweden Allsvenskan,2019,9,21,Kalmar,BKHacken,1,1,0
Georgia Umaglesi Liga,2019,9,21,WITGeorgia,DilaGori,0,2,-1
Finland Ykkonen,2019,9,21,ACKajaani,EIF,1,2,-1
Scottish Cup,2019,9,21,CaledonianBraves,Rothes,3,4,-1
Scottish Cup,2019,9,21,EdinburghUniversity,LocheeUtd,1,3,-1
Scottish Cup,2019,9,21,CumbernauldColts,PenicuikAthletic,1,5,-1
Scottish Cup,2019,9,21,Gretna,,2008,1,1
Scottish Cup,2019,9,21,BroxburnAthletic,EastStirling,3,2,1
Albania Superliga,2019,9,21,SkenderbeuKorce,TeutaDurres,1,0,1
Scottish Cup,2019,9,21,LinlithgowRose,Huntly,1,0,1
Scottish Cup,2019,9,21,TurriffUnited,FormartineUtd,1,5,-1
Scottish Cup,2019,9,21,BuckieThistle,CivilServiceStrollers,4,1,1
Scottish Cup,2019,9,21,StrathspeyThistle,Lossiemouth,2,1,1
Scottish Cup,2019,9,21,NairnCounty,Clachnacuddin,0,0,0
Scottish Cup,2019,9,21,DalbeattieStar,GalaFairydean,1,3,-1
Scottish Cup,2019,9,21,Keith,StirlingUniversity,2,3,-1
Scottish Cup,2019,9,21,ForresMechanics,BanksODee,1,4,-1
Scottish Cup,2019,9,21,FortWilliam,ValeofLeithen,5,0,1
Scottish Cup,2019,9,21,InverurieLocoWorks,WickAcademy,3,2,1
Scottish Cup,2019,9,21,Fraserburgh,BonnyriggRose,0,1,-1
Scottish Cup,2019,9,21,Spartans,Deveronvale,1,1,0
Albania Superliga,2019,9,21,PartizaniTirana,BylisBallsh,1,1,0
Serbia Prva Liga,2019,9,21,RadnickiPirot,NoviPazar,1,1,0
Qatar Stars League,2019,9,21,AlRayyan,AlKhoor,2,0,1
Oman League,2019,9,21,Mirbat,Sohar,0,4,-1
Azerbaijan Premier League,2019,9,21,Sumgayit,Sabah,1,0,1
Norway 1. Division,2019,9,21,Kongsvinger,Ullensaker/Kisa,1,2,-1
Germany Bundesliga,2019,9,21,BayernMunich,FCKoln,4,0,1
Germany Bundesliga,2019,9,21,BayerLeverkusen,UnionBerlin,2,0,1
Wales Premier League,2019,9,21,BalaTown,CardiffMetropolitanUniversity,1,2,-1
Wales Premier League,2019,9,21,CarmarthenTown,TheNewSaints,2,6,-1
Wales Premier League,2019,9,21,Penybont,AirbusUK,3,1,1
Germany Bundesliga,2019,9,21,HerthaBerlin,Paderborn,2,1,1
Germany Bundesliga,2019,9,21,Freiburg,Augsburg,1,1,0
Turkey Lig 1,2019,9,21,Altay,Keciorengucu,0,0,0
Turkey Lig 1,2019,9,21,Osmanlispor,Altinordu,2,1,1
Italy Serie A,2019,9,21,Udinese,Brescia,0,1,-1
Italy Serie B,2019,9,21,Benevento,Cosenza,1,0,1
Italy Serie B,2019,9,21,Cremonese,Crotone,2,1,1
Italy Serie B,2019,9,21,Empoli,Cittadella,1,0,1
Italy Serie B,2019,9,21,JuveStabia,Ascoli,1,5,-1
Italy Serie B,2019,9,21,Livorno,Pordenone,2,1,1
Italy Serie B,2019,9,21,Pescara,VirtusEntella,1,1,0
Italy Serie B,2019,9,21,Spezia,Perugia,2,2,0
Uzbekistan PRL,2019,9,21,Sogdiyona,Navbahor,0,0,0
Uzbekistan PRL,2019,9,21,MetallurgBekabad,Pakhtakor,1,2,-1
South Africa Premiership,2019,9,21,ChippaUnited,BloemfonteinCeltic,0,0,0
South Africa Premiership,2019,9,21,CRVascodaGama,BlackLeopards,2,2,0
South Africa Premiership,2019,9,21,PolokwaneCity,SupersportUnited,3,1,1
Estonia Meistriliiga,2019,9,21,LevadiaTallinn,JKTransNarva,1,0,1
Sweden Division 1,2019,9,21,Nykoping,Rynninge,3,1,1
Sweden Division 1,2019,9,21,Karlstad,IFSylvia,1,0,1
Belarus Premier League,2019,9,21,Slutsk,TorpedoZhodino,1,2,-1
Sweden Division 1,2019,9,21,Tvaakers,Atvidabergs,1,1,0
France Ligue 2,2019,9,21,Caen,Lens,0,2,-1
Russia 1. Division,2019,9,21,SpartakMoscowII,Neftekhimik,0,3,-1
Poland Ekstraklasa,2019,9,21,LKSLodz,ArkaGdynia,1,4,-1
China League One,2019,9,21,NeiMongolZhongyou,GuangdongKejia,1,1,0
Croatia 2.HNL,2019,9,21,CibaliaVinkovci,HajdukSplitII,0,4,-1
Finland Kakkonen,2019,9,21,NJS,MP,1,4,-1
Finland Kakkonen,2019,9,21,Viikingit,Klubi,1,04,1
Finland Kakkonen,2019,9,21,SalPa,GrankullaIFK,1,2,-1
Finland Kakkonen,2019,9,21,P-Iirot,KaPa,0,1,-1
Finland Kakkonen,2019,9,21,IFGnistan,FCJazz-J,5,1,1
Finland Kakkonen,2019,9,21,FCVaajakoski,VIFK,5,0,1
Romania Liga I,2019,9,21,Voluntari,AcademicaClinceni,1,2,-1
Slovenia 2. SNL,2019,9,21,Brezice,Krsko,0,1,-1
Turkey Super Lig,2019,9,21,Kasimpasa,Antalyaspor,3,0,1
Germany Regionalliga West,2019,9,21,Lotte,Lippstadt,4,08,1
Germany Regionalliga West,2019,9,21,VfBHomberg,FCKolnII,1,1,0
Germany Regionalliga West,2019,9,21,BorussiaDortmundII,Rodinghausen,0,4,-1
Germany Regionalliga West,2019,9,21,TUSHaltern,Wattenscheid,0,09,-1
Germany Regionalliga West,2019,9,21,AlemanniaAachen,Oberhausen,1,1,0
Vietnam V League,2019,9,21,KhanhHoa,NamDinh,3,0,1
Germany Regionalliga North,2019,9,21,HeiderSV,StPauliII,2,0,1
Germany Bundesliga III,2019,9,21,Chemnitzer,CarlZeissJena,3,2,1
Germany Bundesliga III,2019,9,21,Kaiserslautern,Magdeburg,1,1,0
Germany Bundesliga III,2019,9,21,MSVDuisburg,,2,1860,1
Germany Bundesliga III,2019,9,21,Unterhaching,SonnenhofGrossaspach,2,0,1
Germany Bundesliga III,2019,9,21,Hallescher,PreussenMunster,2,2,0
Germany Bundesliga III,2019,9,21,ViktoriaKoln,Braunschweig,0,0,0
Germany Regionalliga Southwest,2019,9,21,FCGiessen,Saarbrucken,0,2,-1
Germany Regionalliga Southwest,2019,9,21,BayernAlzenau,TSGHoffenheimII,1,1,0
Germany Regionalliga Southwest,2019,9,21,Elversberg,Steinbach,0,2,-1
Germany Regionalliga Southwest,2019,9,21,KickersOffenbach,Rot-WeissKoblenz,4,0,1
Germany Regionalliga Southwest,2019,9,21,Bahlinger,FSVFrankfurt,0,2,-1
Germany Regionalliga Southwest,2019,9,21,VfRAalen,TSGBalingen,1,2,-1
Finland Ykkonen,2019,9,21,FFJaro,TPVTampere,3,1,1
Finland Ykkonen,2019,9,21,MyPa,FCKooTeePee,2,3,-1
Finland Ykkonen,2019,9,21,MuSa,ACOulu,0,4,-1
Georgia Umaglesi Liga,2019,9,21,ChikhuraSachkhere,DinamoTbilisi,0,2,-1
Russia 1. Division,2019,9,21,Olimpyets,AvangardKursk,1,1,0
Germany Regionalliga Bayern,2019,9,21,GreutherFurthII,SpVggBayreuth,2,0,1
Germany Regionalliga Bayern,2019,9,21,Aubstadt,TurkgucuAtasporMunchen,1,3,-1
Germany Regionalliga Bayern,2019,9,21,ViktoriaAschaffenburg,Garching,2,0,1
Germany Regionalliga Bayern,2019,9,21,Schalding-Heining,FCMemmingen,0,3,-1
Germany Regionalliga Bayern,2019,9,21,VfBEichstatt,,1,1860,-1
Germany Regionalliga Bayern,2019,9,21,SVHeimstetten,Buchbach,1,0,1
Germany Regionalliga Bayern,2019,9,21,Schweinfurt,AugsburgII,1,0,1
Germany Regionalliga Bayern,2019,9,21,Rain/Lech,Illertissen,1,1,0
Finland Veikkausliiga,2019,9,21,KPV,Rops,4,1,1
Finland Veikkausliiga,2019,9,21,KPV,Rops,4,1,1
Kazakhstan Premier League,2019,9,21,Taraz,Atyrau,2,2,0
Armenia Premier League,2019,9,21,Alashkert,Gandzasar,2,0,1
Armenia Premier League,2019,9,21,Shirak,AvanAcademy,1,0,1
Armenia Premier League,2019,9,21,Yerevan,Banants,0,1,-1
Kazakhstan Premier League,2019,9,21,Kaisar,Kairat,0,1,-1
China Super League,2019,9,21,ShandongLuneng,ShanghaiShenhua,2,2,0
China Super League,2019,9,21,HebeiZhongji,TianjinTeda,2,1,1
Sweden Allsvenskan,2019,9,21,Falkenbergs,Ostersunds,1,0,1
Sweden Superettan,2019,9,21,Varbergs,Syrianska,5,0,1
China League One,2019,9,21,HangzhouLvcheng,BeijingBaxi,2,1,1
England Premier League,2019,9,21,Leicester,Tottenham,2,1,1
Germany Regionalliga Northeast,2019,9,21,ViktoriaBerlin,OptikRathenow,0,0,0
Germany Regionalliga Northeast,2019,9,21,Bischofswerdaer,SVSpartaLichtenberg,2,0,1
Germany Regionalliga Northeast,2019,9,21,ChemieLeipzig,HerthaBerlinII,1,3,-1
England Championship,2019,9,21,Leeds,Derby,1,1,0
Ukraine UPL,2019,9,21,Lviv,OlimpikDonetsk,0,1,-1
Germany Bundesliga II,2019,9,21,VfBStuttgart,GreutherFurth,2,0,1
Germany Bundesliga II,2019,9,21,Nurnberg,Karlsruhe,1,1,0
Germany Bundesliga II,2019,9,21,Sandhausen,VfLBochum,1,1,0
Germany Bundesliga II,2019,9,21,Wehen,ArminiaBielefeld,2,5,-1
Spain Primera Liga,2019,9,21,Villarreal,Valladolid,2,0,1
Turkey Lig 1,2019,9,21,Umraniyespor,Boluspor,1,1,0
Sweden Division 1,2019,9,21,LindomeGIF,Ljungskile,2,0,1
Russia Premier League,2019,9,21,TerekGroznyi,KrylyaSovetov,1,1,0
Japan J2 League,2019,9,21,FCRyukyu,MontedioYamagata,3,3,0
Japan J2 League,2019,9,21,ZwiegenKanazawa,RenofaYamaguchi,1,0,1
South Korea K-League,2019,9,21,SuwonBluewings,SangjuSangmu,1,1,0
South Korea K-League Challenge,2019,9,21,SuwonCity,DaejeonCitizen,2,2,0
Estonia Meistriliiga,2019,9,21,NommeJKKalju,JKTallinnaKalev,6,0,1
Estonia Meistriliiga,2019,9,21,FCFloraPaide,JKTulevikViljandi,4,0,1
Vietnam V League,2019,9,21,DaNang,ThanhHoa,1,0,1
Portugal LigaPro,2019,9,21,Oliveirense,FCPortoII,0,0,0
Finland Veikkausliiga,2019,9,21,FCHonka,HJKHelsinki,3,1,1
Finland Veikkausliiga,2019,9,21,FCHonka,HJKHelsinki,3,1,1
Singapore S-League,2019,9,21,HomeUnited,GeylangUnited,3,2,1
China League One,2019,9,21,HubeiHuakaier,NanchangBayi,4,3,1
Japan J2 League,2019,9,21,V-VarenNagasaki,KyotoPurpleSanga,1,0,1
Japan J2 League,2019,9,21,VentforetKofu,Niigata,1,1,0
Kazakhstan Premier League,2019,9,21,Okzhetpes,Irtysh,1,0,1
Czech Druha Liga,2019,9,21,Trinec,ViktoriaZizkov,4,2,1
Czech Druha Liga,2019,9,21,DuklaPraha,UstinadLabem,3,2,1
Czech Druha Liga,2019,9,21,Chrudim,FCVlasim,1,1,0
