date,league,home-team,home-score,away-team,away-score,matchResults
2020-11-24,England Championship,Bournemouth,2,NottmForest,0,1
2020-11-24,Spain Segunda Liga,Lugo,0,RealOviedo,0,X
2020-11-24,Peru Primera Division,RealGarcilaso,1,UniversidadCesarVallejo,1,X
2020-11-24,France National,QuevillyRouen,2,SaintBrieuc,1,1
2020-11-24,Chile Primera B,CDSantaCruz,0,SanMarcos,2,2
2020-11-24,France National,VillefrancheSurSaone,0,Sete,34,2
2020-11-24,England League 2,CrawleyTown,1,Grimsby,2,2
2020-11-24,England League 2,LeytonOrient,1,Bradford,0,1
2020-11-24,England League 2,Mansfield,0,HarrogateTown,1,2
2020-11-24,England League 2,NewportCounty,1,Walsall,1,X
2020-11-24,England Conference North,Kidderminster,3,AlfretonTown,0,1
2020-11-24,England League 2,SalfordCity,2,Morecambe,1,1
2020-11-24,England League 2,Scunthorpe,0,Bolton,1,2
2020-11-24,England League 2,Southend,0,ForestGreen,1,2
2020-11-24,England League 2,Stevenage,2,PortVale,1,1
2020-11-24,England League 2,Tranmere,1,Carlisle,0,1
2020-11-24,Germany 3. Liga,Verl,11860,Munich,1,1
2020-11-24,Germany 3. Liga,WaldhofMannheim,2,MSVDuisburg,2,X
2020-11-24,Germany 3. Liga,TurkgucuAtasporMunchen,1,Saarbrucken,1,X
2020-11-24,Spain Segunda Liga,Castellon,0,Alcorcon,2,2
2020-11-24,Spain Segunda Liga,Girona,0,Malaga,1,2
2020-11-24,Switzerland Challenge League,Chiasso,3,NeuchatelXamax,2,1
2020-11-24,Slovenia Prva Liga,HITGorica,0,Mura,1,2
2020-11-24,Switzerland Challenge League,Winterthur,2,FCStadeLsOuchy,1,1
2020-11-24,Germany 3. Liga,Wehen,1,Meppen,0,1
2020-11-24,Germany 3. Liga,Uerdingen,0,Hallescher,1,2
2020-11-24,France National,Annecy,1,LyonDuchere,1,X
2020-11-24,England League 1,Gillingham,2,AFCWimbledon,1,1
2020-11-24,France Ligue 2,Grenoble,1,Nancy,0,1
2020-11-24,Norway Tippeligaen,Rosenborg,2,SKBrann,3,2
2020-11-24,England League 2,Exeter,6,Colchester,1,1
2020-11-24,England Conference,Wrexham,4,SuttonUtd,0,1
2020-11-24,England League 2,Cheltenham,1,CambridgeUtd,1,X
2020-11-24,England League 1,AccringtonStanley,1,Crewe,0,1
2020-11-24,England League 2,Barrow,3,Oldham,4,2
2020-11-24,England Championship,Stoke,2,Norwich,3,2
2020-11-24,England Championship,QPR,3,Rotherham,2,1
2020-11-24,Scotland League One,Dumbarton,0,Falkirk,3,2
2020-11-24,Scotland Championship,Hearts,3,Alloa,0,1
2020-11-24,Scotland Premiership,Hibernian,2,StJohnstone,2,X
2020-11-24,Holland Eerste Divisie,JongPSV,1,FCUtrechtII,1,X
2020-11-24,South Africa Premiership,MorokaSwallows,1,KaizerChiefs,0,1
2020-11-24,England Championship,Wycombe,0,Huddersfield,0,X
2020-11-24,England League 1,Portsmouth,1,OxfordUtd,1,X
2020-11-24,England League 1,Rochdale,1,Northampton,1,X
2020-11-24,Poland Ekstraklasa,PodbeskidzieBielskoBiala,2,ZaglebieLubin,1,1
2020-11-24,England League 1,BurtonAlbion,4,Charlton,2,1
2020-11-24,England Conference North,Gateshead,1,GloucesterCity,0,1
2020-11-24,England Conference,Altrincham,0,Bromley,1,2
2020-11-24,England Conference,Barnet,0,Hartlepool,0,X
2020-11-24,England League 1,Ipswich,0,Hull,3,2
2020-11-24,England League 1,MiltonKeynesDons,2,Shrewsbury,2,X
2020-11-24,England League 1,Peterborough,1,Plymouth,0,1
2020-11-24,England League 1,Swindon,0,LincolnCity,1,2
2020-11-24,England Championship,Luton,1,Birmingham,1,X
2020-11-24,England League 1,Wigan,0,BristolRovers,0,X
2020-11-24,England League 1,Doncaster,3,Blackpool,2,1
2020-11-23,Peru Primera Division,AcademiaCantolao,1,DeportivoSanMartin,2,2
2020-11-23,Saudi Arabia Pro League,AlAhliJeddah,2,AlShababRiyadh,2,X
2020-11-23,Bulgaria A PFG,ArdaKurdzhali,2,TsarskoSeloSofia,0,1
2020-11-23,Cyprus 1. Division,Karmiotissa,1,EthnikosAchnas,1,X
2020-11-23,Turkey Super Lig,Galatasaray,1,Kayserispor,1,X
2020-11-23,Romania Liga I,ChindiaTargoviste,1,Sepsi,2,2
2020-11-23,Turkey Lig 1,Balikesirspor,1,Umraniyespor,1,X
2020-11-23,Turkey Lig 1,MenemenBelediyespor,1,Altay,2,2
2020-11-23,Saudi Arabia Pro League,AlQadisiyah,2,AlBaten,2,X
2020-11-23,Saudi Arabia Pro League,AlFaisaly,1,IttihadJeddah,1,X
2020-11-23,USA Major League Soccer,MinnesotaStars,3,Colorado,0,1
2020-11-23,Russia Premier League,Ufa,1,FCKhimki,2,2
2020-11-23,Armenia Premier League,AvanAcademy,3,FCNoah,1,1
2020-11-23,Saudi Arabia Pro League,Dhamk,0,AlAin,2,2
2020-11-23,Saudi Arabia Pro League,AlRaed,2,AbhaClub,1,1
2020-11-23,Azerbaijan Premier League,Sabah,2,Sabayil,1,1
2020-11-23,USA Major League Soccer,PortlandTimbers,1,Dallas,1,X
2020-11-23,Colombia Copa Mustang,Pasto,1,SantaFe,0,1
2020-11-23,Venezuela Primera,MonagasSC,1,ZamoraFC,0,1
2020-11-23,Uruguay Primera Division,Torque,3,Cerro,0,1
2020-11-23,Chile Primera,UniversidadCatolica,5,Antofagasta,3,1
2020-11-23,Poland Ekstraklasa,PiastGliwice,2,LechiaGdansk,0,1
2020-11-23,Croatia 1.HNL,Gorica,1,Varazdin,0,1
2020-11-23,Sweden Allsvenskan,IFKGoteborg,1,BKHacken,1,X
2020-11-23,Saudi Arabia Pro League,AlHilal,2,AlNassr,0,1
2020-11-23,Chile Primera,MunicipalIquique,0,Cobresal,0,X
2020-11-23,Uruguay Primera Division,MontevideoWanderers,3,Progreso,0,1
2020-11-23,Ecuador Liga Pro,Macara,1,LDUPortoviejo,0,1
2020-11-23,Brazil Serie A,SportRecife,0,AtleticoGoianiense,1,2
2020-11-23,Brazil Serie B,Botafogo,0,Avai,1,2
2020-11-23,Chile Primera,UniversidaddeConcepcion,0,Huachipato,1,2
2020-11-23,Uruguay Primera Division,CerroLargo,1,LiverpoolFC,1,X
2020-11-23,Venezuela Primera,Caracas,6,GranValencia,2,1
2020-11-23,Brazil Serie B,Figueirense,1,SampaioCorrea,2,2
2020-11-23,Ecuador Liga Pro,Orense,0,BarcelonaGuayaquil,0,X
2020-11-23,England Premier League,Wolverhampton,1,Southampton,1,X
2020-11-23,Spain Primera Liga,AthleticBilbao,4,RealBetis,0,1
2020-11-23,Spain Segunda Liga,Albacete,1,Almeria,2,2
2020-11-23,Italy Serie B,Salernitana,2,Cremonese,1,1
2020-11-23,Belgium Juliper League,OudHeverlee,2,StTruiden,2,X
2020-11-23,England Premier League,Burnley,1,CrystalPalace,0,1
2020-11-23,France Ligue 2,Guingamp,2,ACAjaccio,2,X
2020-11-23,Poland Ekstraklasa,JagielloniaBialystok,5,WislaPlock,2,1
2020-11-23,Germany 2. Bundesliga,Osnabruck,1,Nurnberg,4,2
2020-11-23,Romania Liga I,GazMetanMedias,2,SteauaBucharest,3,2
2020-11-23,Switzerland Challenge League,Aarau,0,Grasshoppers,1,2
2020-11-23,Denmark Superliga,FCCopenhagen,1,RandersFC,2,2
2020-11-23,Sweden Allsvenskan,IKSirius,0,Mjallby,1,2
2020-11-23,Sweden Division 1,Sollentuna,3,Vasalund,2,1
2020-11-23,Ecuador Liga Pro,UnivCatolica,1,MushucRuna,1,X
2020-11-23,Sweden Allsvenskan,IFKNorrkoping,4,Falkenbergs,1,1
2020-11-23,Cyprus 1. Division,Enosis,0,Paphos,0,X
2020-11-23,Holland Eerste Divisie,AZII,0,NEC,3,2
2020-11-23,Greece Etniki Katigoria,VolosNps,1,OFICrete,4,2
2020-11-23,Holland Eerste Divisie,JongAjax,1,FCVolendam,1,X
2020-11-22,Turkey Super Lig,Antalyaspor,0,Alanyaspor,2,2
2020-11-22,New Zealand Premiership,Wanderers,2,AucklandCity,0,1
2020-11-22,Italy Serie A,Sampdoria,1,Bologna,2,2
2020-11-22,Spain Primera Liga,Cadiz,0,RealSociedad,1,2
2020-11-22,Bulgaria A PFG,LokomotivPlovdiv,1,CSKA,19481,2
2020-11-22,Holland Eredivisie,RKCWaalwijk,1,Heerenveen,1,X
2020-11-22,Holland Eredivisie,FCTwente,1,PSV,1,X
2020-11-22,Sweden Division 1,Berga,1,IFKLulea,4,2
2020-11-22,Hungary NB I,FehervarFC,3,Diosgyori,0,1
2020-11-22,Austria Bundesliga,SVRied,4,RapidVienna,3,1
2020-11-22,Turkey Lig 1,AdanaDemirspor,4,Eskisehirspor,1,1
2020-11-22,Turkey Super Lig,Trabzonspor,1,Erzurumspor,0,1
2020-11-22,France Ligue 1,Angers,0,Lyon,1,2
2020-11-22,Russia Premier League,RubinKazan,0,FKRostov,2,2
2020-11-22,Slovenia Prva Liga,Domzale,0,NKCelje,1,2
2020-11-22,Bosnia and Herzegovina Premier League,SirokiBrijeg,5,RadnikBijeljina,0,1
2020-11-22,Cyprus 1. Division,Limassol,1,AnorthosisFamagusta,0,1
2020-11-22,Sweden Allsvenskan,Hammarby,2,Malmo,2,X
2020-11-22,Poland Ekstraklasa,CracoviaKrakow,0,LegiaWarsaw,1,2
2020-11-22,Serbia Super Liga,Vojvodina,0,CrvenaZvezda,2,2
2020-11-22,Sweden Superettan,AkropolisIF,2,Brage,1,1
2020-11-22,Sweden Allsvenskan,Ostersunds,0,Varbergs,4,2
2020-11-22,Greece Etniki Katigoria,Panaitolikos,0,ArisSalonika,1,2
2020-11-22,Switzerland Super League,Servette,1,Lugano,1,X
2020-11-22,Switzerland Super League,StGallen,2,LausanneSports,2,X
2020-11-22,Czech First League,Zlin,1,Plzen,0,1
2020-11-22,Bosnia and Herzegovina Premier League,FKSarajevo,2,OlimpicSarajevo,0,1
2020-11-22,Italy Serie B,Ascoli,1,VirtusEntella,1,X
2020-11-22,Qatar Stars League,Lekhwiya,0,AlGharrafa,3,2
2020-11-22,Germany Bundesliga,Freiburg,1,Mainz,3,2
2020-11-22,Luxembourg National Division,SwiftHesperange,2,FolaEsch,2,X
2020-11-22,Luxembourg National Division,EtzellaEttelbruck,2,RMHammBenfica,1,1
2020-11-22,Luxembourg National Division,JeunesseEsch,1,Wiltz,1,X
2020-11-22,Luxembourg National Division,Hostert,2,F,91,2
2020-11-22,Luxembourg National Division,VictoriaRosport,1,ProgresNiedercorn,0,1
2020-11-22,Switzerland Super League,FCSion,2,FCZurich,2,X
2020-11-22,Luxembourg National Division,FCRodange,911,UNAStrassen,1,1
2020-11-22,Belgium Juliper League,ZulteWaregem,1,KVMechelen,2,2
2020-11-22,Serbia Super Liga,Zlatibor,1,BackaPalanka,0,1
2020-11-22,Denmark Superliga,AGFAarhus,1,Midtjylland,2,2
2020-11-22,Ukraine UPL,DesnaChernigov,0,Lviv,1,2
2020-11-22,Belgium Division 2,UnionSaintGilloise,2,RWDM,1,1
2020-11-22,Romania Liga I,Hermannstadt,0,AstraGiurgiu,1,2
2020-11-22,Spain Segunda Liga,Mallorca,0,SportingGijon,0,X
2020-11-22,England Premier League,Leeds,0,Arsenal,0,X
2020-11-22,Qatar Stars League,AlArabi,1,AlSadd,4,2
2020-11-22,Qatar Stars League,AlRayyan,2,AlKharaityat,0,1
2020-11-22,USA Major League Soccer,KansasCity,3,SanJose,3,X
2020-11-22,Belgium Juliper League,Genk,4,Peruwelz,1,1
2020-11-22,Italy Serie A,Napoli,1,ACMilan,3,2
2020-11-22,Italy Serie B,ReggioCalabria,1,Pisa,2,2
2020-11-22,Spain Segunda Liga,Ponferradina,2,RealZaragoza,1,1
2020-11-22,Spain Primera Liga,Alaves,2,Valencia,2,X
2020-11-22,France Ligue 1,Lille,4,Lorient,0,1
2020-11-22,Ecuador Liga Pro,DeportivoCuenca,3,Aucas,3,X
2020-11-22,Venezuela Primera,Metropolitanos,0,Tachira,3,2
2020-11-22,Brazil Serie A,Botafogo,1,FortalezaCE,2,2
2020-11-22,Belgium Division 2,Westerlo,1,RFCSeraing,1,X
2020-11-22,Paraguay Division Profesional,NacionalAsuncion,0,Guairena,0,X
2020-11-22,Chile Primera,EvertonVinadelMar,1,UniversidaddeChile,1,X
2020-11-22,Uruguay Primera Division,Penarol,2,BostonRiver,0,1
2020-11-22,Venezuela Primera,Yaracuyanos,0,MinerosdeGuayana,1,2
2020-11-22,Ecuador Liga Pro,Emelec,3,Delfin,2,1
2020-11-22,Brazil Serie A,Corinthians,0,Gremio,0,X
2020-11-22,Paraguay Division Profesional,SportivoLuqueno,2,Olimpia,2,X
2020-11-22,Ecuador Liga Pro,RiverPlateEcuador,1,LDUdeQuito,1,X
2020-11-22,England Premier League,Liverpool,3,Leicester,0,1
2020-11-22,Holland Eredivisie,AZ,1,FCEmmen,0,1
2020-11-22,Norway Tippeligaen,Sarpsborg,1,VikingFK,2,2
2020-11-22,Belgium Juliper League,Charleroi,0,Gent,1,2
2020-11-22,Norway Tippeligaen,Kristiansund,1,Mjondalen,0,1
2020-11-22,Norway Tippeligaen,OddGrenland,1,IKStart,2,2
2020-11-22,Denmark Superliga,Vejle,0,Brondby,2,2
2020-11-22,Germany Bundesliga,FCKoln,1,UnionBerlin,2,2
2020-11-22,Costa Rica Primera,Herediano,2,Saprissa,3,2
2020-11-22,Norway Tippeligaen,Haugesund,3,Sandefjord,2,1
2020-11-22,Italy Serie A,Udinese,1,Genoa,0,1
2020-11-22,Spain Segunda Liga,Tenerife,0,UDLogrones,1,2
2020-11-22,Czech First League,SpartaPrague,2,CeskoBudejovice,4,2
2020-11-22,Venezuela Primera,AtleticoVenezuela,2,CaraboboFC,0,1
2020-11-22,Greece Etniki Katigoria,PAOKSalonika,2,PASGiannina,1,1
2020-11-22,Spain Primera Liga,Granada,1,Valladolid,3,2
2020-11-22,Ukraine UPL,Vorskla,3,KolosKovalivka,0,1
2020-11-22,Cyprus 1. Division,AEKLarnaca,1,ApollonLimassol,2,2
2020-11-22,Romania Liga I,CFRCluj,0,UTABatranaDoamna,1,2
2020-11-22,Ecuador Liga Pro,Olmedo,1,ElNacional,2,2
2020-11-22,Brazil Serie A,Ceara,2,AtleticoMineiro,2,X
2020-11-22,Brazil Serie A,SaoPaulo,1,VascodaGama,1,X
2020-11-22,Italy Serie A,Roma,3,Parma,0,1
2020-11-22,Brazil Serie A,Internacional,1,Fluminense,2,2
2020-11-22,Italy Serie A,HellasVerona,0,Sassuolo,2,2
2020-11-22,Serbia Prva Liga,KabelNoviSad,2,Jagodina,2,X
2020-11-22,Russia Premier League,CSKAMoscow,1,Sochi,1,X
2020-11-22,Holland Eredivisie,Ajax,5,Heracles,0,1
2020-11-22,Singapore S-League,TanjongPagar,2,TampinesRovers,2,X
2020-11-22,Italy Serie A,Fiorentina,0,Benevento,1,2
2020-11-22,Poland Ekstraklasa,LechPoznan,3,RakowCzestochowa,3,X
2020-11-22,Bosnia and Herzegovina Premier League,Krupa,1,VelezMostar,1,X
2020-11-22,Serbia Prva Liga,DinamoVranje,1,RadnickiSremskaMitrovica,0,1
2020-11-22,Serbia Prva Liga,Zarkovo,1,TrajalKrusevac,0,1
2020-11-22,France Ligue 1,Nantes,1,Metz,1,X
2020-11-22,Belarus Premier League,BATEBorisov,5,Belshina,0,1
2020-11-22,Scotland Premiership,Rangers,4,Aberdeen,0,1
2020-11-22,Denmark 1st Division,FremadAmager,0,Koge,1,2
2020-11-22,Montenegro Second League,Kom,0,Igalo,2,2
2020-11-22,Montenegro Second League,Grbalj,1,Ibar,0,1
2020-11-22,Montenegro Second League,Berane,1,Drezga,1,X
2020-11-22,Montenegro Second League,Bokelj,0,MornarBar,0,X
2020-11-22,Montenegro Second League,ArsenalTivat,3,Jedinstvo,2,1
2020-11-22,Germany 3. Liga,Lubeck,3,BayernMunichII,0,1
2020-11-22,Belarus Premier League,EnergetikBGU,2,DinamoMinsk,3,2
2020-11-22,Belarus Premier League,NemanGrodno,1,Slutsk,0,1
2020-11-22,Germany 2. Bundesliga,FCKickersWurzburg,2,Hannover,961,2
2020-11-22,Azerbaijan Premier League,Gabala,1,NeftchiBaku,4,2
2020-11-22,Italy Serie A,InterMilan,4,Torino,2,1
2020-11-22,Venezuela Primera,Trujillanos,0,RealEsppor,2,2
2020-11-22,New Zealand Premiership,EasternSuburbs,3,CanterburyUnited,1,1
2020-11-22,Japan J2 League,TokyoVerdy,2,RenofaYamaguchi,1,1
2020-11-22,Hong Kong 1st Division,HongKongRangers,2,HappyValley,2,X
2020-11-22,Czech FNL,ViktoriaZizkov,3,SKLisen,1,1
2020-11-22,Hong Kong 1st Division,Kitchee,2,Warriors,2,X
2020-11-22,Estonia Meistriliiga,Tammeka,3,JKTulevikViljandi,3,X
2020-11-22,Georgia Umaglesi Liga,MeraniTbilisi,1,ChikhuraSachkhere,2,2
2020-11-22,Belarus Premier League,TorpedoZhodino,2,Isloch,0,1
2020-11-22,Singapore S-League,LionCity,2,AlbirexNiigata,3,2
2020-11-22,Bulgaria A PFG,ChernoMoreVarna,2,BotevVratsa,1,1
2020-11-22,Turkey Lig 1,Keciorengucu,6,AkhisarBelediyespor,0,1
2020-11-22,Armenia Premier League,Shirak,0,Banants,3,2
2020-11-22,Turkey Super Lig,Hatayspor,2,CaykurRizespor,2,X
2020-11-22,Estonia Meistriliiga,NommeJKKalju,0,FloraTallinn,3,2
2020-11-22,Belarus Premier League,FCRuhBrest,1,ShakhtyorSoligorsk,2,2
2020-11-22,Belarus Premier League,Gorodeya,1,DinamoBrest,4,2
2020-11-22,England Premier League,Fulham,2,Everton,3,2
2020-11-22,Japan J-League,UrawaRedDiamonds,1,GambaOsaka,2,2
2020-11-22,Germany 2. Bundesliga,GreutherFurth,3,Regensburg,1,1
2020-11-22,Cyprus 1. Division,NeaSalamina,2,OmoniaNicosia,1,1
2020-11-22,Holland Eredivisie,FortunaSittard,1,Feyenoord,3,2
2020-11-22,Holland Eredivisie,Sparta,6,ADODenHaag,0,1
2020-11-22,Russia Premier League,RotorVolgograd,0,UralSverdlovskayaOblast,0,X
2020-11-22,Sweden Allsvenskan,AIKStockholm,0,Orebro,2,2
2020-11-22,Sweden Allsvenskan,Elfsborg,2,Helsingborgs,1,1
2020-11-22,Sweden Superettan,VasterasSK,0,Orgryte,3,2
2020-11-22,Sweden Allsvenskan,Kalmar,0,Djurgardens,3,2
2020-11-22,Chile Primera,Palestino,1,DeportesLaSerena,3,2
2020-11-22,Norway 1. Division,RaufossIL,1,Tromso,1,X
2020-11-22,Austria Bundesliga,WSGWattens,3,Admira,0,1
2020-11-22,Sweden Division 1,Gefle,2,Karlstad,2,X
2020-11-22,France Ligue 1,Montpellier,4,Strasbourg,3,1
2020-11-22,France Ligue 1,Dijon,0,Lens,1,2
2020-11-22,Denmark 1st Division,Esbjerg,2,Skive,1,1
2020-11-22,Slovenia Prva Liga,Aluminij,0,TaborSezana,0,X
2020-11-22,Germany 2. Bundesliga,ErzgebirgeAue,3,Darmstadt,0,1
2020-11-22,England Premier League,SheffUtd,0,WestHam,1,2
2020-11-22,Germany 3. Liga,Ingolstadt,1,Magdeburg,0,1
2020-11-22,Austria Bundesliga,AustriaVienna,1,StPolten,1,X
2020-11-22,France Ligue 1,Reims,0,Nimes,1,2
2020-11-22,South Africa Premiership,Tshakhuma,1,Baroka,0,1
2020-11-22,Denmark Superliga,AaB,1,FCNordsjaelland,1,X
2020-11-22,South Africa Premiership,CapeTownCity,4,BloemfonteinCeltic,2,1
2020-11-22,Croatia 2.HNL,NKOsijekII,2,Solin,0,1
2020-11-22,Belgium Juliper League,BeerschotWilrijk,2,Anderlecht,1,1
2020-11-22,Czech FNL,FCVlasim,1,DuklaPraha,0,1
2020-11-22,Estonia Meistriliiga,LevadiaTallinn,2,FCFloraPaide,2,X
2020-11-22,Sweden Division 1,Trollhattan,2,Eskilsminne,1,1
2020-11-22,Czech First League,FCBrno,1,MarilaPribram,1,X
2020-11-22,Germany 2. Bundesliga,Hamburg,1,VfLBochum,3,2
2020-11-22,Croatia 2.HNL,HNKOrijent,19192,CibaliaVinkovci,0,1
2020-11-22,Denmark Superliga,OdenseBK,1,Sonderjyske,1,X
2020-11-22,Spain Primera Liga,Eibar,0,Getafe,0,X
2020-11-22,Turkey Super Lig,Konyaspor,2,Kasimpasa,1,1
2020-11-22,Turkey Super Lig,Goztepespor,3,Ankaragucu,1,1
2020-11-22,Germany 3. Liga,Unterhaching,2,ViktoriaKoln,2,X
2020-11-22,Spain Segunda Liga,Sabadell,3,LasPalmas,1,1
2020-11-22,Greece Etniki Katigoria,AEKAthens,4,Larissa,1,1
2020-11-22,Turkey Lig 1,Tuzlaspor,0,Bandirmaspor,6,2
2020-11-22,South Africa Premiership,MamelodiSundowns,4,AmaZulu,3,1
2020-11-21,Germany Regionalliga West,PreussenMunster,2,FortunaDusseldorfII,1,1
2020-11-21,Germany Regionalliga West,BergischGladbach,2,Bonner,0,1
2020-11-21,Germany Regionalliga West,Straelen,0,Wiedenbruck,4,2
2020-11-21,Germany Regionalliga West,VfBHomberg,0,RotWeissEssen,4,2
2020-11-21,Germany Regionalliga West,Wuppertaler,2,Lotte,0,1
2020-11-21,Germany Regionalliga West,AlemanniaAachen,0,FCKolnII,0,X
2020-11-21,Germany Regionalliga West,FortunaKoln,2,WegbergBeeck,2,X
2020-11-21,Russia Premier League,TerekGroznyi,2,ZenitStPetersburg,2,X
2020-11-21,Germany Regionalliga West,BorussiaMonchengladbachII,0,Lippstadt,80,2
2020-11-21,Czech First League,MladaBoleslav,4,Pardubice,1,1
2020-11-21,Montenegro First League,Jezero,0,MladostLjeskopolje,0,X
2020-11-21,England League 2,CrawleyTown,0,Carlisle,3,2
2020-11-21,South Africa Premiership,BlackLeopards,1,MaritzburgUnited,0,1
2020-11-21,South Africa Premiership,GoldenArrows,2,KaizerChiefs,2,X
2020-11-21,Russia 1. Division,Olimpyets,3,DynamoBryansk,0,1
2020-11-21,Hungary NB I,Puskas,3,Budafoki,0,1
2020-11-21,South Africa Premiership,Stellenbosch,2,ChippaUnited,0,1
2020-11-21,Germany Regionalliga West,Oberhausen,1,Ahlen,1,X
2020-11-21,Sweden Division 1,Frej,0,Haninge,1,2
2020-11-21,Serbia Super Liga,Vozdovac,1,NoviPazar,1,X
2020-11-21,Greece Etniki Katigoria,Lamia,2,AsterasTripoli,2,X
2020-11-21,Turkey Lig 1,Bursaspor,1,Adanaspor,0,1
2020-11-21,Montenegro First League,Zeta,0,Sutjeska,1,2
2020-11-21,Chile Primera B,Cobreloa,2,Barnechea,0,1
2020-11-21,Turkey Super Lig,Denizlispor,0,GaziantepBB,1,2
2020-11-21,Turkey Super Lig,Genclerbirligi,1,Fenerbahce,5,2
2020-11-21,Spain Primera Liga,Levante,1,Elche,1,X
2020-11-21,Spain Segunda Liga,Malaga,1,Leganes,2,2
2020-11-21,Germany 3. Liga,FSVZwickau,0,WaldhofMannheim,0,X
2020-11-21,Germany 3. Liga,HansaRostock,1,DynamoDresden,3,2
2020-11-21,Germany 3. Liga,Saarbrucken,3,Wehen,3,X
2020-11-21,Germany 3. Liga,Hallescher,1,Kaiserslautern,1,X
2020-11-21,England League 1,Gillingham,1,Charlton,1,X
2020-11-21,Sweden Division 1,Tvaakers,2,QvidingFIF,1,1
2020-11-21,Sweden Division 1,Sandviken,3,OrebroSyrianska,0,1
2020-11-21,Holland Eerste Divisie,FCEindhoven,2,NAC,4,2
2020-11-21,Serbia Super Liga,Napredak,2,BackaTopola,1,1
2020-11-21,Russia 1. Division,ChertanovoMoscow,0,IrtyshOmsk,1,2
2020-11-21,Cyprus 1. Division,DoxaKatokopias,0,ErmisAradippou,0,X
2020-11-21,Montenegro First League,Iskra,1,OFKTitograd,1,X
2020-11-21,Czech First League,SigmaOlomouc,3,Karvina,0,1
2020-11-21,Norway 1. Division,Oeygarden,2,SandnesUlf,1,1
2020-11-21,Norway 1. Division,Sogndal,2,Grorud,1,1
2020-11-21,Germany Bundesliga,ArminiaBielefeld,1,BayerLeverkusen,2,2
2020-11-21,Germany Bundesliga,Schalke,40,Wolfsburg,2,1
2020-11-21,Germany Bundesliga,Hoffenheim,3,VfBStuttgart,3,X
2020-11-21,Germany Bundesliga,BorussiaMonchengladbach,1,Augsburg,1,X
2020-11-21,Germany Bundesliga,BayernMunich,1,WerderBremen,1,X
2020-11-21,Czech First League,Bohemians,19052,Teplice,0,1
2020-11-21,Wales Premier League,CardiffMetropolitanUniversity,0,TheNewSaints,1,2
2020-11-21,Montenegro First League,Buducnost,2,Petrovac,1,1
2020-11-21,Russia 1. Division,BaltikaKaliningrad,0,FakelWorenesch,0,X
2020-11-21,Scotland League Two,Stirling,1,Elgin,2,2
2020-11-21,Scotland League Two,Stenhousemuir,1,AnnanAthletic,2,2
2020-11-21,Scotland League Two,QueensPark,3,Brechin,0,1
2020-11-21,Italy Serie B,Cittadella,2,Empoli,2,X
2020-11-21,Scotland League Two,EdinburghCity,0,Stranraer,1,2
2020-11-21,Wales Premier League,BarryTown,0,Newtown,0,X
2020-11-21,Wales Premier League,Haverfordwest,0,FlintTown,3,2
2020-11-21,France Ligue 2,LeHavre,1,Caen,2,2
2020-11-21,Estonia Esiliiga,Elva,0,Vaprus,0,X
2020-11-21,Sweden Superettan,GAIS,0,Osters,1,2
2020-11-21,Sweden Superettan,AFCEskilstuna,2,Degerfors,0,1
2020-11-21,Sweden Superettan,GIFSundsvall,0,Halmstads,6,2
2020-11-21,Sweden Superettan,Dalkurd,0,Trelleborgs,1,2
2020-11-21,Sweden Superettan,NorrbyIF,6,Umea,0,1
2020-11-21,Sweden Division 1,Oskarshamns,4,SkovdeAIK,1,1
2020-11-21,Sweden Division 1,Torns,0,Karlskrona,3,2
2020-11-21,Jordan Pro League,AlFaysali,1,ShababAlOrdun,3,2
2020-11-21,Qatar Stars League,UmmSalal,0,AlAhli,2,2
2020-11-21,Georgia Umaglesi Liga,DinamoBatumi,1,DilaGori,0,1
2020-11-21,United Arab Emirates UFL,AlWahda,3,Ajman,0,1
2020-11-21,United Arab Emirates UFL,AlDhafra,2,AlKhaleejKhorFakkan,0,1
2020-11-21,Croatia 1.HNL,NKOsijek,2,DynamoZagreb,0,1
2020-11-21,Armenia Premier League,Pyunik,0,Van,0,X
2020-11-21,Italy Serie A,Crotone,0,Lazio,2,2
2020-11-21,Bosnia and Herzegovina Premier League,Zeljeznicar,2,SlobodaTuzla,2,X
2020-11-21,Italy Serie B,Brescia,2,Venezia,2,X
2020-11-21,Estonia Meistriliiga,FCKuressaare,0,JKTransNarva,3,2
2020-11-21,Italy Serie B,Lecce,7,Reggiana,1,1
2020-11-21,Italy Serie B,Pordenone,1,Monza,1,X
2020-11-21,Kazakhstan Premier League,Zhetysu,0,Taraz,1,2
2020-11-21,Japan J-League,NagoyaGrampusEight,3,ShonanBellmare,1,1
2020-11-21,Kazakhstan Premier League,Ordabasy,0,Kaisar,3,2
2020-11-21,Kazakhstan Premier League,Kairat,2,Kyzylzhar,3,2
2020-11-21,Georgia Umaglesi Liga,SaburtaloTbilisi,1,Torpedo,0,1
2020-11-21,Japan J2 League,TochigiSC,1,MitoHollyhock,3,2
2020-11-21,Hong Kong 1st Division,TSWPegasus,0,SouthernDistrictRSA,4,2
2020-11-21,Singapore S-League,BalestierKhalsa,1,YoungLions,2,2
2020-11-21,Singapore S-League,GeylangUnited,2,SengkangPunggol,0,1
2020-11-21,Russia 1. Division,YeniseyKrasnoyarsk,1,Neftekhimik,0,1
2020-11-21,Bulgaria A PFG,SlaviaSofia,0,Etar,0,X
2020-11-21,Turkey Lig 1,Boluspor,2,Osmanlispor,0,1
