date,league,home-team,home-score,away-team,away-score,matchResults
2021-01-31,Turkey Lig 1,Boluspor,1,AdanaDemirspor,2,2
2021-01-31,Greece Football League,Karaiskakis,0,Ergotelis,1,2
2021-01-31,Greece Football League,Ionikos,2,OFIIerapetras,1,1
2021-01-31,Albania Superliga,Laci,1,TeutaDurres,0,1
2021-01-31,Albania Superliga,ApoloniaFier,0,KFTirana,1,2
2021-01-31,Spain Segunda Liga,SportingGijon,0,FCCartagena,0,X
2021-01-31,Turkey Super Lig,Denizlispor,2,Goztepespor,1,1
2021-01-31,Turkey Super Lig,Genclerbirligi,0,Antalyaspor,1,2
2021-01-31,Spain Primera Liga,Getafe,0,Alaves,0,X
2021-01-31,Czech First League,Opava,0,FCBrno,2,2
2021-01-31,Oman League,Nizwa,1,Dhufar,1,X
2021-01-31,Greece Etniki Katigoria,OFICrete,0,AEKAthens,2,2
2021-01-31,Oman League,AlSuwaiq,1,BahlaClub,2,2
2021-01-31,Hungary NB I,ZalaegerszegTE,4,PaksiSE,4,X
2021-01-31,Austria Bundesliga,StPolten,0,Wolfsberger,2,2
2021-01-31,Austria Bundesliga,AustriaVienna,2,WSGWattens,2,X
2021-01-31,Holland Eredivisie,WillemII,2,FCEmmen,0,1
2021-01-31,Holland Eredivisie,Feyenoord,3,PSV,1,1
2021-01-31,South Africa Premiership,Baroka,1,CapeTownCity,1,X
2021-01-31,South Africa Premiership,MamelodiSundowns,2,ChippaUnited,0,1
2021-01-31,Italy Serie B,Chievo,3,Pescara,1,1
2021-01-31,Germany Regionalliga West,BorussiaDortmundII,4,Lotte,0,1
2021-01-31,England Premier League,Leicester,1,Leeds,3,2
2021-01-31,Portugal LigaPro,Academica,2,AcademicoViseu,1,1
2021-01-31,Italy Serie A,Crotone,0,Genoa,3,2
2021-01-31,Italy Serie A,Cagliari,1,Sassuolo,1,X
2021-01-31,Italy Serie A,Atalanta,1,Lazio,3,2
2021-01-31,France Ligue 1,Brestois,2,Metz,4,2
2021-01-31,France Ligue 1,Angers,3,Nimes,1,1
2021-01-31,Greece Football League,DoxaDramas,0,Diagoras,2,2
2021-01-31,Greece Football League,ApollonLarisas,0,PanahaikiPatras,3,2
2021-01-31,France Ligue 1,Strasbourg,0,Reims,1,2
2021-01-31,Saudi Arabia Pro League,AlRaed,4,Dhamk,2,1
2021-01-31,Nicaragua Liga Primera,JuniorManagua,0,DeportivoOcotal,0,X
2021-01-31,Nicaragua Liga Primera,JuventusManagua,1,Diriangen,0,1
2021-01-31,Nicaragua Liga Primera,MunicipalJalapa,2,WalterFerreti,0,1
2021-01-31,Costa Rica Primera,Herediano,1,Alajuelense,1,X
2021-01-31,New Zealand Premiership,HawkesBayUnited,0,AucklandCity,4,2
2021-01-31,Mexico Liga MX,Guadalajara,1,Juarez,2,2
2021-01-31,Colombia Copa Mustang,Junior,2,America,1,1
2021-01-31,New Zealand Premiership,EasternSuburbs,8,WellingtonPhoenixReserves,0,1
2021-01-31,Mexico Liga MX,CruzAzul,4,JaguaresChiapas,1,1
2021-01-31,Mexico Liga MX,Tijuana,3,Toluca,2,1
2021-01-31,Australia A League,CentralCoastMariners,1,WellingtonPhoenix,2,2
2021-01-31,Australia A League,MelbourneCity,1,PerthGlory,3,2
2021-01-31,Romania Liga I,Botosani,1,Hermannstadt,0,1
2021-01-31,Turkey Lig 1,Umraniyespor,2,Samsunspor,2,X
2021-01-31,Turkey Super Lig,Erzurumspor,1,Ankaragucu,0,1
2021-01-31,Turkey Lig 1,MenemenBelediyespor,0,Giresunspor,4,2
2021-01-31,Holland Eredivisie,FCTwente,0,Heerenveen,0,X
2021-01-31,Portugal LigaPro,Vilafranquense,2,BenficaII,2,X
2021-01-31,Italy Serie A,Spezia,0,Udinese,1,2
2021-01-31,England Premier League,Chelsea,2,Burnley,0,1
2021-01-31,Romania Liga I,AstraGiurgiu,1,ViitorulConstanta,1,X
2021-01-31,Germany 3. Liga,MSVDuisburg,3,Lubeck,1,1
2021-01-31,France Ligue 1,Nice,0,StEtienne,1,2
2021-01-31,Belgium Juliper League,ClubBrugge,3,StandardLiege,1,1
2021-01-31,Germany 2. Bundesliga,Sandhausen,2,Nurnberg,0,1
2021-01-31,Germany 2. Bundesliga,VfLBochum,1,Karlsruhe,2,2
2021-01-31,Germany 2. Bundesliga,FCHeidenheim,3,StPauli,4,2
2021-01-31,France Ligue 1,Lorient,3,PSG,2,1
2021-01-31,Cyprus 1. Division,Paphos,1,AEKLarnaca,4,2
2021-01-31,Poland Ekstraklasa,WislaKrakow,3,PiastGliwice,4,2
2021-01-31,Spain Segunda Liga,Tenerife,1,Fuenlabrada,1,X
2021-01-31,Spain Segunda Liga,Mirandes,2,LasPalmas,0,1
2021-01-31,Spain Primera Liga,Granada,0,CeltaVigo,0,X
2021-01-31,Czech First League,SlaviaPrague,3,Jablonec,970,2
2021-01-31,Greece Etniki Katigoria,ApollonSmirnis,1,Olympiacos,3,2
2021-01-31,Mexico Liga MX,PumasUNAM,0,Atlas,0,X
2021-01-31,Romania Liga I,UTABatranaDoamna,0,DinamoBucharest,1,2
2021-01-31,Holland Eerste Divisie,CambuurLeeuwarden,2,MVVMaastricht,0,1
2021-01-31,Brazil Serie A,Ceara,0,AtleticoParanaense,2,2
2021-01-31,Germany Bundesliga,FCKoln,3,ArminiaBielefeld,1,1
2021-01-31,Brazil Serie A,Coritiba,1,Gremio,1,X
2021-01-31,Brazil Serie A,AtleticoGoianiense,2,SaoPaulo,1,1
2021-01-31,Belgium Division 2,Westerlo,2,LierseKempenzonen,0,1
2021-01-31,England Premier League,Brighton,1,Tottenham,0,1
2021-01-31,Italy Serie A,Roma,3,HellasVerona,1,1
2021-01-31,Saudi Arabia Pro League,AlAhliJeddah,2,AlBaten,2,X
2021-01-31,Belgium Juliper League,StTruiden,3,CercleBrugge,0,1
2021-01-31,Spain Primera Liga,Barcelona,2,AthleticBilbao,1,1
2021-01-31,France Ligue 1,Nantes,1,Monaco,2,2
2021-01-31,Brazil Serie A,AtleticoMineiro,2,FortalezaCE,0,1
2021-01-31,Italy Serie B,Cittadella,1,Cremonese,1,X
2021-01-31,Uruguay Primera Division,Danubio,0,Penarol,1,2
2021-01-31,Colombia Copa Mustang,DeportesTolima,1,LaEquidad,0,1
2021-01-31,Nicaragua Liga Primera,Chinandega,1,Managua,1,X
2021-01-31,Brazil Serie A,Internacional,2,Bragantino,1,1
2021-01-31,Chile Primera,ColoColo,2,UnionLaCalera,1,1
2021-01-31,Costa Rica Primera,Saprissa,4,Cartagines,1,1
2021-01-31,Uruguay Primera Division,Cerro,1,Torque,3,2
2021-01-31,Brazil Serie A,Fluminense,3,Goias,0,1
2021-01-31,Belgium Juliper League,Anderlecht,0,Gent,0,X
2021-01-31,Brazil Serie A,VascodaGama,0,Bahia,0,X
2021-01-31,Italy Serie A,Napoli,2,Parma,0,1
2021-01-31,Oman League,Saham,1,OmanFC,0,1
2021-01-31,Saudi Arabia Pro League,AlQadisiyah,2,AlWehda,2,X
2021-01-31,Belgium Division 2,RFCSeraing,2,ClubBruggeII,1,1
2021-01-31,Italy Serie B,Spal,1,Monza,1,X
2021-01-31,Germany Bundesliga,Wolfsburg,3,Freiburg,0,1
2021-01-31,Czech First League,BanikOstrava,0,Plzen,2,2
2021-01-31,Portugal LigaPro,FCPortoII,0,Varzim,1,2
2021-01-31,Switzerland Super League,Basle,2,Lugano,2,X
2021-01-31,Switzerland Super League,Servette,1,LausanneSports,1,X
2021-01-31,Switzerland Super League,YoungBoys,2,FCSion,1,1
2021-01-31,Spain Segunda Liga,Espanyol,2,RayoVallecano,3,2
2021-01-31,Portugal Superliga,Guimaraes,1,Maritimo,0,1
2021-01-31,Spain Primera Liga,Cadiz,2,AtleticoMadrid,4,2
2021-01-31,Hungary NB I,Diosgyori,1,Budafoki,1,X
2021-01-31,Belgium Juliper League,ZulteWaregem,2,Oostende,1,1
2021-01-31,Holland Eredivisie,ADODenHaag,1,Sparta,1,X
2021-01-31,Austria Bundesliga,LASKLinz,1,RapidVienna,2,2
2021-01-31,Holland Eredivisie,AZ,0,Ajax,3,2
2021-01-31,Portugal LigaPro,CasaPiaAtletico,1,Leixoes,1,X
2021-01-31,England Premier League,WestHam,1,Liverpool,3,2
2021-01-31,Cyprus 1. Division,EthnikosAchnas,1,NeaSalamina,1,X
2021-01-31,Croatia 1.HNL,NKRijeka,0,Gorica,2,2
2021-01-31,Poland Ekstraklasa,PodbeskidzieBielskoBiala,1,LegiaWarsaw,0,1
2021-01-31,France Ligue 1,Lille,1,Dijon,0,1
2021-01-31,Turkey Super Lig,Besiktas,1,Trabzonspor,2,2
2021-01-31,Turkey Lig 1,Bursaspor,1,Altinordu,2,2
2021-01-31,Albania Superliga,PartizaniTirana,0,Vllaznia,0,X
2021-01-30,France Ligue 2,ACAjaccio,2,Grenoble,1,1
2021-01-30,Czech First League,SpartaPrague,0,Bohemians,19051,2
2021-01-30,France Ligue 2,Valenciennes,1,Dunkerque,0,1
2021-01-30,France Ligue 2,Amiens,1,Chateauroux,0,1
2021-01-30,France Ligue 2,Chambly,4,Caen,2,1
2021-01-30,France Ligue 2,Guingamp,2,Pau,3,2
2021-01-30,France Ligue 2,Nancy,1,Paris,1,X
2021-01-30,France Ligue 2,ChamoisNiort,0,LeHavre,0,X
2021-01-30,France Ligue 2,RodezAveyron,1,Sochaux,1,X
2021-01-30,Holland Eredivisie,FCUtrecht,3,FCZwolle,3,X
2021-01-30,Belgium Juliper League,Eupen,1,Peruwelz,1,X
2021-01-30,Egypt Premier League,Ismaily,1,PyramidsFC,1,X
2021-01-30,Belgium Juliper League,OudHeverlee,0,BeerschotWilrijk,1,2
2021-01-30,Germany Bundesliga,RBLeipzig,1,BayerLeverkusen,0,1
2021-01-30,Spain Primera Liga,Valencia,1,Elche,0,1
2021-01-30,Northern Ireland Premier League,CarrickRangers,0,BallymenaUnited,2,2
2021-01-30,England Premier League,Arsenal,0,ManUtd,0,X
2021-01-30,Greece Etniki Katigoria,Panathinaikos,0,Lamia,0,X
2021-01-30,England Conference,Bromley,2,Aldershot,0,1
2021-01-30,Spain Segunda Liga,Alcorcon,0,Malaga,1,2
2021-01-30,Portugal LigaPro,Oliveirense,0,Vizela,3,2
2021-01-30,Italy Serie A,Sampdoria,0,Juventus,2,2
2021-01-30,Croatia 1.HNL,HajdukSplit,0,Lokomotiva,1,2
2021-01-30,Portugal Superliga,Tondela,2,Farense,0,1
2021-01-30,Brazil Serie B,AmericaMineiro,2,Avai,1,1
2021-01-30,Brazil Serie B,Chapecoense,3,Confianca,1,1
2021-01-30,Hungary NB I,FehervarFC,1,BudapestHonved,2,2
2021-01-30,Oman League,AlRustaq,0,AlNasr,0,X
2021-01-30,Colombia Copa Mustang,NacionaldeMedellin,5,Pereira,2,1
2021-01-30,Costa Rica Primera,SanCarlos,0,SportingSanJose,0,X
2021-01-30,Chile Primera,OHiggins,2,UniversidadCatolica,0,1
2021-01-30,Costa Rica Primera,Limon,0,Grecia,0,X
2021-01-30,Colombia Copa Mustang,ItaguiDitares,0,SantaFe,2,2
2021-01-30,Uruguay Primera Division,DeportivoMaldonado,3,Rentistas,1,1
2021-01-30,Portugal Superliga,Portimonense,1,Boavista,2,2
2021-01-30,Spain Segunda Liga,Almeria,3,Castellon,1,1
2021-01-30,Spain Primera Liga,Villarreal,1,RealSociedad,1,X
2021-01-30,Holland Eredivisie,Vitesse,1,RKCWaalwijk,1,X
2021-01-30,England Premier League,Southampton,0,AstonVilla,1,2
2021-01-30,Copa Libertadores,Palmeiras,1,Santos,0,1
2021-01-30,Belgium Juliper League,Kortrijk,1,Charleroi,3,2
2021-01-30,Italy Serie A,InterMilan,4,Benevento,0,1
2021-01-30,Belgium Division 2,RWDM,0,UnionSaintGilloise,2,2
2021-01-30,Spain Segunda Liga,Mallorca,1,Girona,0,1
2021-01-30,Switzerland Super League,StGallen,2,FCZurich,3,2
2021-01-30,Colombia Copa Mustang,BoyacaPatriotas,1,ChicoFC,1,X
2021-01-30,Holland Eredivisie,FortunaSittard,3,VVVVenlo,2,1
2021-01-30,Poland Ekstraklasa,GornikZabrze,1,LechPoznan,1,X
2021-01-30,Poland Ekstraklasa,LechiaGdansk,0,JagielloniaBialystok,2,2
2021-01-30,Romania Liga I,SteauaBucharest,3,CSMSIasi,1,1
2021-01-30,Cyprus 1. Division,ApollonLimassol,1,ApoelNicosia,0,1
2021-01-30,England League 2,Carlisle,1,Exeter,0,1
2021-01-30,Oman League,Sohar,0,AlNahda,1,2
2021-01-30,Greece Etniki Katigoria,Larissa,0,VolosNps,0,X
2021-01-30,Saudi Arabia Pro League,AbhaClub,2,AlShababRiyadh,3,2
2021-01-30,Bahrain Premier League,Busaiteen,1,AlRifaa,2,2
2021-01-30,Italy Serie B,VirtusEntella,1,Cosenza,2,2
2021-01-30,Italy Serie B,Empoli,3,Frosinone,1,1
2021-01-30,Italy Serie B,Pordenone,1,Lecce,1,X
2021-01-30,Spain Primera Liga,Eibar,0,Sevilla,2,2
2021-01-30,England League 1,Sunderland,2,Gillingham,2,X
2021-01-30,Germany Regionalliga Southwest,MainzII,1,KickersOffenbach,1,X
2021-01-30,Germany 3. Liga,Kaiserslautern,0,Wehen,1,2
2021-01-30,Germany 3. Liga,Verl,3,Meppen,1,1
2021-01-30,Germany 3. Liga,TurkgucuAtasporMunchen,0,WaldhofMannheim,2,2
2021-01-30,Germany 3. Liga,Unterhaching,0,Ingolstadt,1,2
2021-01-30,Turkey Super Lig,Alanyaspor,3,Sivasspor,1,1
2021-01-30,Turkey Super Lig,IstanbulBuyuksehirBSK,1,Hatayspor,5,2
2021-01-30,Turkey Lig 1,Adanaspor,5,Eskisehirspor,2,1
2021-01-30,Holland Eerste Divisie,ExcelsiorRotterdam,4,FCDenBosch,4,X
2021-01-30,Oman League,AlMsnaa,1,AlIttehad,1,X
2021-01-30,Iran Pro League,Perspolis,2,MachineSaziTabriz,1,1
2021-01-30,South Africa Premiership,OrlandoPirates,2,KaizerChiefs,1,1
2021-01-30,United Arab Emirates UFL,AlKhaleejKhorFakkan,2,AlAin,2,X
2021-01-30,Algeria Ligue 1,MCAlger,1,Biskra,1,X
2021-01-30,Algeria Ligue 1,USMBelAbbes,1,USMAlger,1,X
2021-01-30,Italy Serie A,Bologna,1,ACMilan,2,2
2021-01-30,Cyprus 1. Division,DoxaKatokopias,1,Enosis,0,1
2021-01-30,Algeria Ligue 1,Kabylie,1,JSMSkikda,0,1
2021-01-30,Algeria Ligue 1,MCOran,2,JSSaoura,1,1
2021-01-30,Algeria Ligue 1,BordjBouArreridj,1,HusseinDey,2,2
2021-01-30,Hungary NB I,MezokovesdiSE,3,Ujpesti,2,1
2021-01-30,Iran Pro League,Foolad,0,Paykan,0,X
2021-01-30,Iran Pro League,Sepahan,1,PadidehKhorasan,3,2
2021-01-30,Algeria Ligue 1,CSConstantine,2,MCMagra,0,1
2021-01-30,Algeria Ligue 1,Belouizdad,1,ESSetif,1,X
2021-01-30,India I League,GokulamKerala,0,RealKashmir,0,X
2021-01-30,Algeria Ligue 1,OlympiqueMedea,2,Chlef,1,1
2021-01-30,Algeria Ligue 1,RCRelizane,0,Tlemcen,0,X
2021-01-30,Algeria Ligue 1,Paradou,0,AinMlila,0,X
2021-01-30,United Arab Emirates UFL,ShababAlAhliDubai,2,AlIttihadKalba,0,1
2021-01-30,Germany Regionalliga Southwest,Bahlinger,1,SonnenhofGrossaspach,0,1
2021-01-30,Germany Regionalliga Southwest,VfRAalen,3,TSGHoffenheimII,1,1
2021-01-30,Poland Ekstraklasa,WartaPoznan,1,CracoviaKrakow,0,1
2021-01-30,Vietnam V League,ThanhHoa,3,NamDinh,0,1
2021-01-30,Germany 2. Bundesliga,Regensburg,1,Darmstadt,1,X
2021-01-30,Iran Pro League,TractorSazi,0,AluminiumArak,1,2
2021-01-30,Hungary NB I,MTK,0,Puskas,1,2
2021-01-30,Portugal LigaPro,Chaves,0,Feirense,1,2
2021-01-30,Australia A League,BrisbaneRoar,3,AdelaideUnited,1,1
2021-01-30,Turkey Lig 1,Osmanlispor,1,Keciorengucu,0,1
2021-01-30,Turkey Super Lig,Kasimpasa,0,Kayserispor,1,2
2021-01-30,Romania Liga I,GazMetanMedias,1,AcademicaClinceni,1,X
2021-01-30,India I League,NEROCA,1,Aizawl,2,2
2021-01-30,Germany Regionalliga Southwest,AstoriaWalldorf,3,TSGBalingen,1,1
2021-01-30,Australia A League,Macarthur,0,SydneyFC,3,2
2021-01-30,Australia A League,WesternUnited,0,MelbourneVictory,0,X
2021-01-30,Mexico Liga MX,Mazatlan,1,Pachuca,0,1
2021-01-30,Colombia Copa Mustang,Cali,1,Envigado,1,X
2021-01-30,Brazil Serie B,Nautico,1,CSAAL,1,X
2021-01-30,Brazil Serie B,BrasilDePelotas,0,Vitoria,1,2
2021-01-30,Brazil Serie B,Parana,0,Cruzeiro,0,X
2021-01-30,Brazil Serie B,Guarani,0,JuventudeRS,1,2
2021-01-30,Germany 2. Bundesliga,HolsteinKiel,3,Braunschweig,1,1
2021-01-30,Germany 2. Bundesliga,Hamburg,3,Paderborn,1,1
2021-01-30,Iran Pro League,MesRafsanjan,0,SanatNaft,0,X
2021-01-30,Vietnam V League,HaNoi,1,SongLamNgheAn,0,1
2021-01-30,Germany Regionalliga Southwest,Elversberg,3,BayernAlzenau,3,X
2021-01-30,Germany Regionalliga Southwest,Homburg,4,Ulm,4,X
2021-01-30,Germany Regionalliga Southwest,HessenKassel,1,FCGiessen,1,X
2021-01-30,Germany Regionalliga Southwest,EintrachtStadtallendorf,1,VfBStuttgartII,5,2
2021-01-30,Germany Regionalliga Southwest,TSVSchottMainz,1,Pirmasens,1,X
2021-01-30,Germany Regionalliga West,Ahlen,2,FCKolnII,4,2
2021-01-30,Germany Regionalliga West,BorussiaMonchengladbachII,2,BergischGladbach,1,1
2021-01-30,Germany Regionalliga West,Oberhausen,2,Rodinghausen,3,2
2021-01-30,Czech First League,Teplice,2,Karvina,2,X
2021-01-30,Albania Superliga,KastriotiKruje,1,BylisBallsh,0,1
2021-01-30,Albania Superliga,SkenderbeuKorce,0,Kukesi,4,2
2021-01-30,Greece Football League,Xanthi,0,Kissamikos,0,X
2021-01-30,Greece Football League,Trikala,1,Levadiakos,3,2
2021-01-30,Saudi Arabia Pro League,AlFaisaly,0,AlTaawon,0,X
2021-01-30,England Premier League,Everton,0,Newcastle,2,2
2021-01-30,England Championship,Norwich,0,Middlesbrough,0,X
2021-01-30,Romania Liga I,Sepsi,2,Voluntari,2,X
2021-01-30,Croatia 1.HNL,NKOsijek,1,Istra,0,1
2021-01-30,Italy Serie B,Ascoli,2,Brescia,1,1
2021-01-30,France Ligue 2,Troyes,3,Auxerre,1,1
2021-01-30,England Conference,Woking,1,Stockport,4,2
2021-01-30,Spain Segunda Liga,RealOviedo,0,Albacete,1,2
2021-01-30,England Conference,Barnet,0,Torquay,2,2
2021-01-30,England Conference,BorehamWood,1,Eastleigh,2,2
2021-01-30,England Conference,DagenhamandRedbridge,2,Chesterfield,2,X
2021-01-30,England Conference,Halifax,2,MaidenheadUtd,3,2
2021-01-30,England Conference,Hartlepool,1,SuttonUtd,0,1
2021-01-30,England Conference,KingsLynn,0,Wrexham,2,2
2021-01-30,England Conference,Weymouth,0,NottsCounty,1,2
2021-01-30,England Conference,Yeovil,3,DoverAthletic,1,1
2021-01-30,England League 2,Grimsby,1,Stevenage,2,2
2021-01-30,South Africa Premiership,SupersportUnited,1,MorokaSwallows,1,X
2021-01-30,South Africa Premiership,BloemfonteinCeltic,1,Tshakhuma,0,1
2021-01-30,South Africa Premiership,GoldenArrows,2,MaritzburgUnited,1,1
2021-01-30,South Africa Premiership,BlackLeopards,0,TSGalaxy,3,2
2021-01-30,Northern Ireland Premier League,Cliftonville,1,Glenavon,1,X
2021-01-30,Northern Ireland Premier League,Coleraine,2,Crusaders,1,1
2021-01-30,Northern Ireland Premier League,Portadown,0,WarrenpointTown,2,2
2021-01-30,England Premier League,ManCity,1,SheffUtd,0,1
2021-01-30,Saudi Arabia Pro League,AlEttifaq,2,IttihadJeddah,0,1
2021-01-30,Italy Serie B,Pisa,1,Reggiana,0,1
2021-01-30,Egypt Premier League,AlMoqawloonAlArab,2,Enppi,1,1
2021-01-30,Greece Etniki Katigoria,AsterasTripoli,2,ArisSalonika,1,1
2021-01-30,Bahrain Premier League,Manama,2,AlNajma,0,1
2021-01-30,United Arab Emirates UFL,BaniYas,0,AlWasl,2,2
2021-01-30,United Arab Emirates UFL,AlSharjah,3,AlFujirah,2,1
2021-01-30,Croatia 1.HNL,DynamoZagreb,1,HNKSibenik,2,2
2021-01-30,Austria Bundesliga,Hartberg,0,RBSalzburg,3,2
2021-01-30,Austria Bundesliga,CSRAltach,2,SKSturmGraz,1,1
2021-01-30,Austria Bundesliga,SVRied,0,Admira,0,X
2021-01-30,France Ligue 1,Montpellier,1,Lens,2,2
2021-01-30,Turkey Super Lig,Fenerbahce,1,CaykurRizespor,0,1
2021-01-30,Turkey Lig 1,Balikesirspor,0,Tuzlaspor,2,2
2021-01-30,Hungary NB I,Ferencvarosi,1,Kisvarda,1,X
2021-01-30,Oman League,Muscat,0,AlSeeb,4,2
2021-01-30,Portugal Superliga,Nacional,2,Famalicao,1,1
2021-01-30,Holland Eredivisie,Heracles,1,FCGroningen,0,1
2021-01-30,France Ligue 2,Toulouse,3,ClermontFoot,2,1
2021-01-30,Belgium Juliper League,KVMechelen,0,Genk,0,X
2021-01-30,Spain Primera Liga,RealMadrid,1,Levante,2,2
2021-01-30,England League 2,ForestGreen,0,Cheltenham,0,X
2021-01-30,Holland Eerste Divisie,FCDordrecht,0,RodaJC,5,2
2021-01-30,England League 2,HarrogateTown,2,NewportCounty,1,1
2021-01-30,England Championship,Huddersfield,1,Stoke,1,X
2021-01-30,Scotland Premiership,Kilmarnock,2,StJohnstone,3,2
2021-01-30,Czech First League,Pardubice,1,MarilaPribram,0,1
2021-01-30,Czech First League,Slovacko,0,CeskoBudejovice,0,X
2021-01-30,England Premier League,WestBrom,2,Fulham,2,X
2021-01-30,England Championship,Blackburn,1,Luton,0,1
2021-01-30,England Championship,Brentford,7,Wycombe,2,1
2021-01-30,England Championship,Birmingham,1,Coventry,1,X
2021-01-30,England Championship,Derby,1,BristolCity,0,1
2021-01-30,Scotland Championship,Ayr,4,Alloa,1,1
2021-01-30,Scotland Premiership,Livingston,0,Aberdeen,0,X
2021-01-30,Scotland Championship,Morton,0,Arbroath,1,2
2021-01-30,Scotland Championship,Raith,3,Dundee,1,1
2021-01-30,Germany Bundesliga,BayernMunich,4,Hoffenheim,1,1
2021-01-30,Germany Bundesliga,BorussiaDortmund,3,Augsburg,1,1
2021-01-30,Germany Bundesliga,EintrachtFrankfurt,3,HerthaBerlin,1,1
2021-01-30,Germany Bundesliga,UnionBerlin,1,BorussiaMonchengladbach,1,X
2021-01-30,Germany Bundesliga,WerderBremen,1,Schalke,41,2
2021-01-30,England League 2,Morecambe,0,Tranmere,1,2
2021-01-30,Scotland Premiership,DundeeUtd,0,Hibernian,2,2
2021-01-30,Scotland Championship,Hearts,1,Dunfermline,0,1
2021-01-30,Scotland Premiership,Celtic,1,StMirren,2,2
2021-01-30,England Championship,NottmForest,0,Barnsley,0,X
2021-01-30,England League 2,Oldham,2,SalfordCity,1,1
2021-01-30,England League 1,Shrewsbury,2,Peterborough,0,1
2021-01-30,England League 2,PortVale,5,Southend,1,1
2021-01-30,England Premier League,CrystalPalace,1,Wolverhampton,0,1
2021-01-30,England League 1,BristolRovers,1,Rochdale,2,2
2021-01-30,England League 2,Bolton,2,LeytonOrient,0,1
2021-01-30,England League 2,Bradford,2,Barrow,1,1
2021-01-30,England League 2,CambridgeUtd,3,CrawleyTown,1,1
2021-01-30,England League 1,LincolnCity,0,Doncaster,1,2
2021-01-30,England League 1,Plymouth,2,AccringtonStanley,2,X
2021-01-30,England Championship,SheffWed,1,Preston,0,1
2021-01-30,England Championship,Cardiff,1,Millwall,1,X
2021-01-30,England League 1,AFCWimbledon,0,MiltonKeynesDons,2,2
2021-01-30,England League 1,Crewe,1,Ipswich,1,X
2021-01-30,England League 1,Hull,1,Swindon,0,1
2021-01-30,England Championship,Rotherham,1,Swansea,3,2
2021-01-30,England League 1,OxfordUtd,1,FleetwoodTown,0,1
2021-01-29,Switzerland Challenge League,FCStadeLsOuchy,1,FCThun,3,2
2021-01-29,Belgium Juliper League,Antwerp,3,Waasland,2,1
2021-01-29,Germany Bundesliga,VfBStuttgart,2,Mainz,0,1
2021-01-29,Poland Ekstraklasa,RakowCzestochowa,0,PogonSzczecin,1,2
2021-01-29,Brazil Serie B,Figueirense,2,PontePreta,7,2
2021-01-29,Belgium Division 2,KVSKUnited,4,Deinze,2,1
2021-01-29,England League 2,Colchester,0,Scunthorpe,1,2
2021-01-29,Switzerland Challenge League,Schaffhausen,1,Winterthur,0,1
2021-01-29,Switzerland Challenge League,NeuchatelXamax,2,Chiasso,0,1
2021-01-29,Switzerland Challenge League,SCKriens,1,Wil,2,2
2021-01-29,Northern Ireland Premier League,Larne,1,Glentoran,1,X
2021-01-29,Italy Serie A,Torino,1,Fiorentina,1,X
2021-01-29,Chile Primera,CoquimboUnido,0,UniversidaddeChile,1,2
2021-01-29,Spain Segunda Liga,RealZaragoza,1,Ponferradina,0,1
2021-01-29,Spain Primera Liga,Valladolid,1,Huesca,3,2
2021-01-29,England Championship,Reading,3,Bournemouth,1,1
2021-01-29,Brazil Serie B,SampaioCorrea,1,Oeste,0,1
2021-01-29,Holland Eerste Divisie,NEC,2,FCUtrechtII,0,1
2021-01-29,Holland Eerste Divisie,DeGraafschap,2,TOPOss,1,1
2021-01-29,France Ligue 1,Lyon,2,Bordeaux,1,1
2021-01-29,Uruguay Primera Division,Fenix,3,PlazaColonia,3,X
2021-01-29,Brazil Serie B,CRB,4,CuiabaEsporteClube,1,1
2021-01-29,Brazil Serie B,Botafogo,0,Operario,1,2
2021-01-29,Uruguay Primera Division,BostonRiver,2,CerroLargo,1,1
2021-01-29,Holland Eerste Divisie,HelmondSport,1,Telstar,1,X
2021-01-29,Romania Liga I,CSUniversitateaCraiova,1,Arges,1,X
2021-01-29,Iran Pro League,Saipa,0,GolGoharSirjan,1,2
2021-01-29,Holland Eerste Divisie,JongPSV,1,JongAjax,2,2
2021-01-29,India I League,ChurchillBrothers,1,TRAU,1,X
2021-01-29,Mexico Liga MX,Tigres,1,Necaxa,1,X
2021-01-29,Australia A League,WestSydney,1,NewcastleJets,1,X
2021-01-29,India I League,Minerva,0,SudevaDelhi,0,X
2021-01-29,India I League,ChennaiCity,1,AiffXI,0,1
2021-01-29,Iran Pro League,NassajiMazandaran,2,Zobahan,3,2
2021-01-29,Iran Pro League,NaftTehran,1,Esteghlal,1,X
2021-01-29,Egypt Premier League,CeramicaCleopatra,2,ElGouna,1,1
2021-01-29,Egypt Premier League,WadiDegla,0,AswanFC,0,X
2021-01-29,Turkey Super Lig,Malatyaspor,0,FatihKaragumruk,0,X
2021-01-29,United Arab Emirates UFL,Ajman,2,AlDhafra,1,1
2021-01-29,United Arab Emirates UFL,Hatta,1,AlWahda,4,2
2021-01-29,Bahrain Premier League,AlHadd,2,AlBadii,1,1
2021-01-29,Germany 2. Bundesliga,GreutherFurth,3,ErzgebirgeAue,0,1
2021-01-29,Cyprus 1. Division,OmoniaNicosia,1,OlympiakosNicosia,1,X
2021-01-29,Egypt Premier League,ElEntagElHarby,0,AlMasry,3,2
2021-01-29,South Africa Premiership,AmaZulu,2,Stellenbosch,1,1
2021-01-29,Turkey Super Lig,GaziantepBB,1,Galatasaray,2,2
2021-01-29,Turkey Lig 1,AkhisarBelediyespor,1,Bandirmaspor,0,1
